recipe_id,饮品名称,饮品类型,成分组合,成分角色,用量等级,适配身体状态,适配心情状态,感官标签,体验标签,健康约束,适合场景,甜度建议,冷热建议,制作复杂度,推荐解释,视觉标签,可否机器制作
R052,茉莉花荔枝汁,花草类,茉莉花、荔枝、代糖、冰块,基底:水；茉莉花:风味；荔枝:风味；代糖:甜度；冰块:辅料,茉莉花:中；荔枝:少；代糖:少；冰块:少,口渴、感觉有点热、良好,无聊、兴奋、开心,清爽、果香、花香、甜感,,低糖、过敏风险,公园/户外、健身房/运动场、商场/商业街,低糖,冷饮,简单,适合口渴、感觉有点热或无聊、兴奋时选择，主要呈现清爽、果香、花香，冷热建议为冷饮，同时考虑低糖，过敏风险。,高明度、植物元素、冷色、流动线条,是
R053,百合椰子水,花草类,百合、椰子水、代糖,百合:风味；椰子水:基底；代糖:甜度,百合:中；椰子水:中；代糖:少,良好、口渴,无聊、平静、开心,清爽、果香、花香、甜感,,低糖、低刺激、过敏风险,地铁/公交/车站、家/宿舍,低糖,常温,简单,适合良好、口渴或无聊、平静时选择，主要呈现清爽、果香、花香，冷热建议为常温，同时考虑低糖，低刺激。,暖色、冷色、高明度、低饱和,是
R054,菊花蜂蜜水,花草类,菊花、蜂蜜、桂花,基底:水；菊花:风味；蜂蜜:甜度；桂花:风味,菊花:中；蜂蜜:少；桂花:少,感觉有点冷、疲劳,低落、孤单、开心,清爽、花香、甜感,,过敏风险,家/宿舍、办公室/公司,少糖,热饮,简单,适合感觉有点冷、疲劳或低落、孤单时选择，主要呈现清爽、花香、甜感，冷热建议为热饮，同时考虑过敏风险。,暖色、低饱和、柔和线条、冷色,是
R055,薰衣草蓝莓汁,花草类,薰衣草、蓝莓、代糖,基底:水；薰衣草:风味；蓝莓:风味；代糖:甜度,薰衣草:中；蓝莓:少；代糖:少,饱腹、感觉有点冷、疲劳,紧张、平静、低落,清爽、果香、花香、酸感、甜感,,低糖、过敏风险,餐厅/食堂、家/宿舍、办公室/公司,低糖,热饮,简单,适合饱腹、感觉有点冷或紧张、平静时选择，主要呈现清爽、果香、花香，冷热建议为热饮，同时考虑低糖，过敏风险。,暖色、低饱和、柔和线条、冷色,是
R056,陈皮红茶,花草类,陈皮、红茶、蜂蜜,陈皮:风味；红茶:基底；蜂蜜:甜度,陈皮:中；红茶:中；蜂蜜:少,困倦、疲劳、饱腹,低落、孤单、开心,茶香、果香、花香、甜感、苦感,,过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、餐厅/食堂,少糖,热饮,简单,适合困倦、疲劳或低落、孤单时选择，主要呈现茶香、果香、花香，冷热建议为热饮，同时考虑咖啡因敏感慎用，过敏风险。,暖色、低饱和、柔和线条、流动线条,是
R057,红茶牛奶,奶茶类,红茶、牛奶、代糖,红茶:基底；牛奶:基底；代糖:甜度,红茶:中；牛奶:中；代糖:少,困倦、疲劳、饥饿,孤单、低落、开心,清爽、奶香、茶香、甜感、苦感,,低糖、乳糖不耐慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,热饮,简单,适合困倦、疲劳或孤单、低落时选择，主要呈现清爽、奶香、茶香，冷热建议为热饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、低饱和,是
R058,伯爵红茶低脂牛奶,奶茶类,伯爵红茶、低脂牛奶、代糖,伯爵红茶:基底；低脂牛奶:基底；代糖:甜度,伯爵红茶:中；低脂牛奶:中；代糖:少,困倦、疲劳、饥饿,孤单、低落、开心,清爽、奶香、茶香、果香、甜感,,低糖、乳糖不耐慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,热饮,简单,适合困倦、疲劳或孤单、低落时选择，主要呈现清爽、奶香、茶香，冷热建议为热饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、低饱和,是
R059,绿茶燕麦奶,奶茶类,绿茶、燕麦奶、代糖,绿茶:基底；燕麦奶:基底；代糖:甜度,绿茶:中；燕麦奶:中；代糖:少,困倦、疲劳、饥饿,孤单、低落、开心,清爽、奶香、茶香、甜感、苦感,,低糖、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,常温,简单,适合困倦、疲劳或孤单、低落时选择，主要呈现清爽、奶香、茶香，冷热建议为常温，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、冷色,是
R060,抹茶豆奶,奶茶类,抹茶、豆奶、代糖、冰块,抹茶:基底；豆奶:基底；代糖:甜度；冰块:辅料,抹茶:中；豆奶:中；代糖:少；冰块:少,困倦、疲劳、饥饿,孤单、低落、开心,清爽、奶香、茶香、甜感、苦感,,低糖、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,冷饮,简单,适合困倦、疲劳或孤单、低落时选择，主要呈现清爽、奶香、茶香，冷热建议为冷饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、冷色、高明度,是
R061,焙茶鲜奶,奶茶类,焙茶、鲜奶、黑糖,焙茶:基底；鲜奶:基底；黑糖:甜度,焙茶:中；鲜奶:中；黑糖:少,困倦、疲劳、饥饿,低落、孤单、开心,奶香、茶香、甜感,,乳糖不耐慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,少糖,热饮,简单,适合困倦、疲劳或低落、孤单时选择，主要呈现奶香、茶香、咖啡香，冷热建议为热饮，同时考虑咖啡因敏感慎用，乳糖不耐慎用。,圆润、柔和线条、暖色、低饱和,是
R062,玄米茶燕麦奶,奶茶类,玄米茶、燕麦奶、代糖,玄米茶:基底；燕麦奶:基底；代糖:甜度,玄米茶:中；燕麦奶:中；代糖:少,困倦、疲劳、饥饿,孤单、低落、开心,清爽、奶香、茶香、甜感,,低糖、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,热饮,简单,适合困倦、疲劳或孤单、低落时选择，主要呈现清爽、奶香、茶香，冷热建议为热饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、低饱和,是
R063,白茶椰奶,奶茶类,白茶、椰奶、桃子、代糖、冰块,白茶:基底；椰奶:基底；桃子:风味；代糖:甜度；冰块:辅料,白茶:中；椰奶:中；桃子:少；代糖:少；冰块:少,困倦、疲劳、饥饿,无聊、兴奋、开心,清爽、奶香、茶香、果香、甜感,,低糖、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,冷饮,中等,适合困倦、疲劳或无聊、兴奋时选择，主要呈现清爽、奶香、茶香，冷热建议为冷饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、高明度、植物元素,是
R064,乌龙茶杏仁奶,奶茶类,乌龙茶、杏仁奶、代糖,乌龙茶:基底；杏仁奶:口感；代糖:甜度,乌龙茶:中；杏仁奶:少；代糖:少,困倦、疲劳、饥饿,孤单、低落、开心,清爽、奶香、茶香、甜感,,低糖、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,常温,简单,适合困倦、疲劳或孤单、低落时选择，主要呈现清爽、奶香、茶香，冷热建议为常温，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、冷色,是
R065,茉莉绿茶椰乳,奶茶类,茉莉绿茶、椰乳、荔枝、代糖、冰块,茉莉绿茶:基底；椰乳:基底；荔枝:风味；代糖:甜度；冰块:辅料,茉莉绿茶:中；椰乳:中；荔枝:少；代糖:少；冰块:少,困倦、疲劳、饥饿,无聊、兴奋、开心,清爽、奶香、茶香、果香、花香,,低糖、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,冷饮,中等,适合困倦、疲劳或无聊、兴奋时选择，主要呈现清爽、奶香、茶香，冷热建议为冷饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、高明度、植物元素,是
R066,红茶奶盖,奶茶类,红茶、奶盖、代糖、冰块,红茶:基底；奶盖:口感；代糖:甜度；冰块:辅料,红茶:中；奶盖:少；代糖:少；冰块:少,困倦、疲劳、饥饿,低落、孤单、开心,清爽、奶香、茶香、甜感、苦感,,乳糖不耐慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,冷饮,中等,适合困倦、疲劳或低落、孤单时选择，主要呈现清爽、奶香、茶香，冷热建议为冷饮，同时考虑咖啡因敏感慎用，乳糖不耐慎用。,圆润、柔和线条、冷色、高明度,是
R067,伯爵红茶芝士奶盖,奶茶类,伯爵红茶、芝士奶盖、代糖、冰块,伯爵红茶:基底；芝士奶盖:口感；代糖:甜度；冰块:辅料,伯爵红茶:中；芝士奶盖:少；代糖:少；冰块:少,困倦、疲劳、饥饿,低落、孤单、开心,清爽、奶香、茶香、果香、甜感,,乳糖不耐慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,冷饮,中等,适合困倦、疲劳或低落、孤单时选择，主要呈现清爽、奶香、茶香，冷热建议为冷饮，同时考虑咖啡因敏感慎用，乳糖不耐慎用。,圆润、柔和线条、冷色、高明度,是
R068,普洱茶鲜奶,奶茶类,普洱茶、鲜奶、代糖,普洱茶:基底；鲜奶:基底；代糖:甜度,普洱茶:中；鲜奶:中；代糖:少,困倦、疲劳、饥饿,孤单、低落、开心,清爽、奶香、茶香、甜感、苦感,,低糖、乳糖不耐慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,热饮,简单,适合困倦、疲劳或孤单、低落时选择，主要呈现清爽、奶香、茶香，冷热建议为热饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、低饱和,是
R069,焙茶豆奶,奶茶类,焙茶、豆奶、桂花、代糖,焙茶:基底；豆奶:基底；桂花:风味；代糖:甜度,焙茶:中；豆奶:中；桂花:少；代糖:少,困倦、疲劳、饥饿,孤单、低落、开心,清爽、奶香、茶香、花香,,低糖、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,热饮,简单,适合困倦、疲劳或孤单、低落时选择，主要呈现清爽、奶香、茶香，冷热建议为热饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、低饱和,是
R070,抹茶燕麦奶,奶茶类,抹茶、燕麦奶、代糖,抹茶:基底；燕麦奶:基底；代糖:甜度,抹茶:中；燕麦奶:中；代糖:少,困倦、疲劳、饥饿,孤单、低落、开心,清爽、奶香、茶香、甜感、苦感,,低糖、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,热饮,简单,适合困倦、疲劳或孤单、低落时选择，主要呈现清爽、奶香、茶香，冷热建议为热饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、低饱和,是
R071,茉莉绿茶低脂牛奶,奶茶类,茉莉绿茶、低脂牛奶、草莓、代糖、冰块,茉莉绿茶:基底；低脂牛奶:基底；草莓:风味；代糖:甜度；冰块:辅料,茉莉绿茶:中；低脂牛奶:中；草莓:少；代糖:少；冰块:少,困倦、疲劳、饥饿,无聊、兴奋、开心,清爽、奶香、茶香、果香、花香,,低糖、乳糖不耐慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,冷饮,中等,适合困倦、疲劳或无聊、兴奋时选择，主要呈现清爽、奶香、茶香，冷热建议为冷饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、高明度、植物元素,是
R072,白茶酸奶,奶茶类,白茶、酸奶、蓝莓、代糖、冰块,白茶:基底；酸奶:基底；蓝莓:风味；代糖:甜度；冰块:辅料,白茶:中；酸奶:中；蓝莓:少；代糖:少；冰块:少,困倦、疲劳、饥饿,无聊、兴奋、开心,清爽、奶香、茶香、果香、酸感,,低糖、乳糖不耐慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,冷饮,中等,适合困倦、疲劳或无聊、兴奋时选择，主要呈现清爽、奶香、茶香，冷热建议为冷饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、高明度、植物元素,是
R073,绿茶乳酸菌饮品,奶茶类,绿茶、乳酸菌饮品、柠檬、代糖、冰块,绿茶:基底；乳酸菌饮品:口感；柠檬:风味；代糖:甜度；冰块:辅料,绿茶:中；乳酸菌饮品:少；柠檬:少；代糖:少；冰块:少,困倦、疲劳、饥饿,无聊、兴奋、开心,清爽、奶香、茶香、果香、酸感,,低糖、乳糖不耐慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,冷饮,中等,适合困倦、疲劳或无聊、兴奋时选择，主要呈现清爽、奶香、茶香，冷热建议为冷饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、高明度、植物元素,是
R074,乌龙茶椰奶,奶茶类,乌龙茶、椰奶、芒果、代糖、冰块,乌龙茶:基底；椰奶:基底；芒果:风味；代糖:甜度；冰块:辅料,乌龙茶:中；椰奶:中；芒果:少；代糖:少；冰块:少,困倦、疲劳、饥饿,无聊、兴奋、开心,清爽、奶香、茶香、果香、甜感,,低糖、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,冷饮,中等,适合困倦、疲劳或无聊、兴奋时选择，主要呈现清爽、奶香、茶香，冷热建议为冷饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、高明度、植物元素,是
R075,红茶淡奶油,奶茶类,红茶、淡奶油、黑糖,红茶:基底；淡奶油:口感；黑糖:甜度,红茶:中；淡奶油:少；黑糖:少,困倦、疲劳、饥饿,低落、孤单、开心,奶香、茶香、甜感、苦感,,乳糖不耐慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,少糖,热饮,简单,适合困倦、疲劳或低落、孤单时选择，主要呈现奶香、茶香、甜感，冷热建议为热饮，同时考虑咖啡因敏感慎用，乳糖不耐慎用。,圆润、柔和线条、暖色、低饱和,是
R076,焙茶奶泡,奶茶类,焙茶、奶泡、代糖,焙茶:基底；奶泡:口感；代糖:甜度,焙茶:中；奶泡:少；代糖:少,困倦、疲劳、饥饿,孤单、低落、开心,清爽、奶香、茶香、甜感,,低糖、乳糖不耐慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,热饮,简单,适合困倦、疲劳或孤单、低落时选择，主要呈现清爽、奶香、茶香，冷热建议为热饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、低饱和,是
R077,咖啡牛奶,咖啡可可类,咖啡、牛奶、代糖,咖啡:基底；牛奶:基底；代糖:甜度,咖啡:中；牛奶:中；代糖:少,困倦、疲劳、饥饿,孤单、低落、开心,清爽、奶香、咖啡香、甜感、苦感,,低糖、咖啡因敏感慎用、乳糖不耐慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,热饮,简单,适合困倦、疲劳或孤单、低落时选择，主要呈现清爽、奶香、咖啡香，冷热建议为热饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、低饱和,是
R078,冷萃咖啡燕麦奶,咖啡可可类,冷萃咖啡、燕麦奶、代糖、冰块,冷萃咖啡:基底；燕麦奶:基底；代糖:甜度；冰块:辅料,冷萃咖啡:中；燕麦奶:中；代糖:少；冰块:少,困倦、疲劳、饥饿,孤单、低落、开心,清爽、奶香、咖啡香、甜感、苦感,,低糖、咖啡因敏感慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,冷饮,简单,适合困倦、疲劳或孤单、低落时选择，主要呈现清爽、奶香、咖啡香，冷热建议为冷饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、冷色、高明度,是
R079,浓缩咖啡鲜奶,咖啡可可类,浓缩咖啡、鲜奶、代糖,浓缩咖啡:基底；鲜奶:基底；代糖:甜度,浓缩咖啡:中；鲜奶:中；代糖:少,困倦、疲劳、饥饿,孤单、低落、开心,清爽、奶香、咖啡香、甜感、苦感,,低糖、咖啡因敏感慎用、乳糖不耐慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,热饮,简单,适合困倦、疲劳或孤单、低落时选择，主要呈现清爽、奶香、咖啡香，冷热建议为热饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、低饱和,是
R080,低因咖啡豆奶,咖啡可可类,低因咖啡、豆奶、代糖,低因咖啡:基底；豆奶:基底；代糖:甜度,低因咖啡:中；豆奶:中；代糖:少,困倦、疲劳、饥饿,孤单、低落、开心,清爽、奶香、咖啡香、甜感、苦感,,低糖、咖啡因敏感慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,常温,简单,适合困倦、疲劳或孤单、低落时选择，主要呈现清爽、奶香、咖啡香，冷热建议为常温，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、高明度,是
R081,美式咖啡液橙子,咖啡可可类,美式咖啡液、橙子、代糖、冰块,美式咖啡液:基底；橙子:风味；代糖:甜度；冰块:辅料,美式咖啡液:中；橙子:少；代糖:少；冰块:少,困倦、疲劳、饱腹,无聊、兴奋、开心,清爽、果香、咖啡香、酸感、甜感,,低糖、咖啡因敏感慎用,图书馆/自习室、学校/教学楼、办公室/公司、餐厅/食堂,低糖,冷饮,简单,适合困倦、疲劳或无聊、兴奋时选择，主要呈现清爽、果香、咖啡香，冷热建议为冷饮，同时考虑低糖，咖啡因敏感慎用。,高明度、植物元素、冷色、流动线条,是
R082,咖啡椰乳,咖啡可可类,咖啡、椰乳、黑糖,咖啡:基底；椰乳:基底；黑糖:甜度,咖啡:中；椰乳:中；黑糖:少,困倦、疲劳、饥饿,低落、孤单、开心,奶香、果香、咖啡香、甜感、苦感,,咖啡因敏感慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,少糖,热饮,简单,适合困倦、疲劳或低落、孤单时选择，主要呈现奶香、果香、咖啡香，冷热建议为热饮，同时考虑咖啡因敏感慎用，过敏风险。,圆润、柔和线条、暖色、低饱和,是
R083,冷萃咖啡椰子水,咖啡可可类,冷萃咖啡、椰子水、代糖、冰块,冷萃咖啡:基底；椰子水:基底；代糖:甜度；冰块:辅料,冷萃咖啡:中；椰子水:中；代糖:少；冰块:少,困倦、疲劳、口渴,无聊、兴奋、开心,清爽、果香、咖啡香、甜感、苦感,,低糖、咖啡因敏感慎用,图书馆/自习室、学校/教学楼、办公室/公司、公园/户外,低糖,冷饮,简单,适合困倦、疲劳或无聊、兴奋时选择，主要呈现清爽、果香、咖啡香，冷热建议为冷饮，同时考虑低糖，咖啡因敏感慎用。,高明度、植物元素、冷色、流动线条,是
R084,低因咖啡杏仁奶,咖啡可可类,低因咖啡、杏仁奶、代糖,低因咖啡:基底；杏仁奶:口感；代糖:甜度,低因咖啡:中；杏仁奶:少；代糖:少,困倦、疲劳、饥饿,孤单、低落、开心,清爽、奶香、咖啡香、甜感、苦感,,低糖、咖啡因敏感慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,热饮,简单,适合困倦、疲劳或孤单、低落时选择，主要呈现清爽、奶香、咖啡香，冷热建议为热饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、低饱和,是
R085,浓缩咖啡燕麦奶,咖啡可可类,浓缩咖啡、燕麦奶、可可粉、代糖,浓缩咖啡:基底；燕麦奶:基底；可可粉:风味；代糖:甜度,浓缩咖啡:中；燕麦奶:中；可可粉:少；代糖:少,困倦、疲劳、饥饿,低落、孤单、开心,清爽、奶香、咖啡香、甜感、苦感,,低糖、咖啡因敏感慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,热饮,简单,适合困倦、疲劳或低落、孤单时选择，主要呈现清爽、奶香、咖啡香，冷热建议为热饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、低饱和,是
R086,咖啡冻牛奶,咖啡可可类,咖啡冻、牛奶、黑糖、冰块,咖啡冻:基底；牛奶:基底；黑糖:甜度；冰块:辅料,咖啡冻:中；牛奶:中；黑糖:少；冰块:少,困倦、疲劳、饥饿,低落、孤单、开心,清爽、奶香、咖啡香、甜感、苦感,,咖啡因敏感慎用、乳糖不耐慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,少糖,冷饮,中等,适合困倦、疲劳或低落、孤单时选择，主要呈现清爽、奶香、咖啡香，冷热建议为冷饮，同时考虑咖啡因敏感慎用，乳糖不耐慎用。,圆润、柔和线条、冷色、高明度,是
R087,可可粉牛奶,咖啡可可类,可可粉、牛奶、代糖,可可粉:风味；牛奶:基底；代糖:甜度,可可粉:中；牛奶:中；代糖:少,饥饿、疲劳、感觉有点冷,低落、孤单、开心,清爽、奶香、甜感、苦感,,低糖、乳糖不耐慎用、过敏风险,咖啡店/奶茶店、家/宿舍、商场/商业街、办公室/公司,低糖,热饮,简单,适合饥饿、疲劳或低落、孤单时选择，主要呈现清爽、奶香、甜感，冷热建议为热饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、低饱和,是
R088,黑巧燕麦奶,咖啡可可类,黑巧、燕麦奶、代糖,黑巧:风味；燕麦奶:基底；代糖:甜度,黑巧:中；燕麦奶:中；代糖:少,饥饿、疲劳、感觉有点冷,低落、孤单、开心,清爽、奶香、甜感、苦感,,低糖、过敏风险,咖啡店/奶茶店、家/宿舍、商场/商业街、办公室/公司,低糖,热饮,简单,适合饥饿、疲劳或低落、孤单时选择，主要呈现清爽、奶香、甜感，冷热建议为热饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、低饱和,是
R089,可可粉豆奶,咖啡可可类,可可粉、豆奶、蓝莓、代糖、冰块,可可粉:风味；豆奶:基底；蓝莓:风味；代糖:甜度；冰块:辅料,可可粉:中；豆奶:中；蓝莓:少；代糖:少；冰块:少,饥饿、疲劳、饱腹,无聊、兴奋、开心,清爽、奶香、果香、酸感、甜感,,低糖、过敏风险,咖啡店/奶茶店、家/宿舍、商场/商业街、餐厅/食堂,低糖,冷饮,中等,适合饥饿、疲劳或无聊、兴奋时选择，主要呈现清爽、奶香、果香，冷热建议为冷饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、高明度、植物元素,是
R090,黑巧椰乳,咖啡可可类,黑巧、椰乳、草莓、代糖、冰块,黑巧:风味；椰乳:基底；草莓:风味；代糖:甜度；冰块:辅料,黑巧:中；椰乳:中；草莓:少；代糖:少；冰块:少,饥饿、疲劳、口渴,无聊、兴奋、开心,清爽、奶香、果香、甜感、苦感,,低糖、过敏风险,咖啡店/奶茶店、家/宿舍、商场/商业街、公园/户外,低糖,冷饮,中等,适合饥饿、疲劳或无聊、兴奋时选择，主要呈现清爽、奶香、果香，冷热建议为冷饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、高明度、植物元素,是
R091,低因咖啡椰奶,咖啡可可类,低因咖啡、椰奶、桂花、代糖,低因咖啡:基底；椰奶:基底；桂花:风味；代糖:甜度,低因咖啡:中；椰奶:中；桂花:少；代糖:少,困倦、疲劳、饥饿,孤单、低落、开心,清爽、奶香、果香、花香、咖啡香,,低糖、咖啡因敏感慎用、过敏风险,图书馆/自习室、学校/教学楼、办公室/公司、咖啡店/奶茶店,低糖,热饮,简单,适合困倦、疲劳或孤单、低落时选择，主要呈现清爽、奶香、果香，冷热建议为热饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、低饱和,是
R092,柠檬薄荷叶气泡饮,气泡果饮类,气泡水、柠檬、薄荷叶、代糖、冰块,气泡水:基底；柠檬:风味；薄荷叶:风味；代糖:甜度；冰块:辅料,气泡水:中；柠檬:少；薄荷叶:少；代糖:少；冰块:少,饱腹、口渴、感觉有点热,无聊、兴奋、开心,清爽、果香、花香、酸感、气泡感,,低糖、过敏风险,餐厅/食堂、公园/户外、健身房/运动场、商场/商业街,低糖,冷饮,中等,适合饱腹、口渴或无聊、兴奋时选择，主要呈现清爽、果香、花香，冷热建议为冷饮，同时考虑低糖，过敏风险。,高明度、植物元素、气泡元素、冷色,是
R093,青柠百香果气泡饮,气泡果饮类,气泡水、青柠、百香果、代糖、冰块,气泡水:基底；青柠:风味；百香果:风味；代糖:甜度；冰块:辅料,气泡水:中；青柠:少；百香果:少；代糖:少；冰块:少,饱腹、口渴、感觉有点热,无聊、兴奋、开心,清爽、果香、酸感、甜感、气泡感,,低糖,餐厅/食堂、公园/户外、健身房/运动场、商场/商业街,低糖,冷饮,中等,适合饱腹、口渴或无聊、兴奋时选择，主要呈现清爽、果香、酸感，冷热建议为冷饮，同时考虑低糖。,高明度、植物元素、气泡元素、冷色,是
R094,葡萄柚迷迭香气泡饮,气泡果饮类,苏打水、葡萄柚、迷迭香、代糖、冰块,苏打水:基底；葡萄柚:风味；迷迭香:风味；代糖:甜度；冰块:辅料,苏打水:中；葡萄柚:少；迷迭香:少；代糖:少；冰块:少,饱腹、口渴、感觉有点热,无聊、兴奋、开心,清爽、果香、花香、甜感、气泡感,,低糖、过敏风险,餐厅/食堂、公园/户外、健身房/运动场、商场/商业街,低糖,冷饮,中等,适合饱腹、口渴或无聊、兴奋时选择，主要呈现清爽、果香、花香，冷热建议为冷饮，同时考虑低糖，过敏风险。,高明度、植物元素、气泡元素、冷色,是
R095,橙子洛神花气泡饮,气泡果饮类,气泡水、橙子、洛神花、代糖、冰块,气泡水:基底；橙子:风味；洛神花:风味；代糖:甜度；冰块:辅料,气泡水:中；橙子:少；洛神花:少；代糖:少；冰块:少,饱腹、口渴、感觉有点热,无聊、兴奋、开心,清爽、果香、花香、甜感、气泡感,,低糖、过敏风险,餐厅/食堂、公园/户外、健身房/运动场、商场/商业街,低糖,冷饮,中等,适合饱腹、口渴或无聊、兴奋时选择，主要呈现清爽、果香、花香，冷热建议为冷饮，同时考虑低糖，过敏风险。,高明度、植物元素、气泡元素、冷色,是
R096,草莓薄荷叶气泡饮,气泡果饮类,苏打水、草莓、薄荷叶、代糖、冰块,苏打水:基底；草莓:风味；薄荷叶:风味；代糖:甜度；冰块:辅料,苏打水:中；草莓:少；薄荷叶:少；代糖:少；冰块:少,口渴、感觉有点热、良好,无聊、兴奋、开心,清爽、果香、花香、甜感、气泡感,,低糖、过敏风险,公园/户外、健身房/运动场、商场/商业街、地铁/公交/车站,低糖,冷饮,中等,适合口渴、感觉有点热或无聊、兴奋时选择，主要呈现清爽、果香、花香，冷热建议为冷饮，同时考虑低糖，过敏风险。,高明度、植物元素、气泡元素、冷色,是
R097,蓝莓柠檬草气泡饮,气泡果饮类,气泡水、蓝莓、柠檬草、代糖、冰块,气泡水:基底；蓝莓:风味；柠檬草:风味；代糖:甜度；冰块:辅料,气泡水:中；蓝莓:少；柠檬草:少；代糖:少；冰块:少,饱腹、口渴、感觉有点热,无聊、兴奋、开心,清爽、果香、花香、酸感、甜感、气泡感,,低糖、过敏风险,餐厅/食堂、公园/户外、健身房/运动场、商场/商业街,低糖,冷饮,中等,适合饱腹、口渴或无聊、兴奋时选择，主要呈现清爽、果香、花香，冷热建议为冷饮，同时考虑低糖，过敏风险。,高明度、植物元素、气泡元素、冷色,是
