input_id,body,mood,scene,flavor_preference,temperature_preference,limits,推荐方向,top1_recipe_id,top1_name,top1_score,top1_reason,top2_recipe_id,top2_name,top2_score,top2_reason,top3_recipe_id,top3_name,top3_score,top3_reason,manual_choice,manual_note
U0149,疲劳、感觉有点冷,低落,地铁/公交/车站、公园/户外,奶香、清爽,热饮,低刺激,低刺激热饮清爽奶香型,R038,菊花柠檬草,0.8336,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：低落；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R055,薰衣草蓝莓,0.8336,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：低落；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R045,荷叶陈皮,0.8336,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：低落；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,,
U0150,疲劳、感觉有点热,平静,地铁/公交/车站、公园/户外,清爽、茶香,冷饮,低糖,低糖冷饮清爽茶香型,R083,冷萃咖啡椰子水,0.7566,匹配你的身体状态：疲劳；匹配你的场景：公园/户外；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R053,百合椰子水,0.7286,匹配你的心情状态：平静；匹配你的场景：地铁/公交/车站；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖,R043,金银花菊花,0.7286,匹配你的心情状态：平静；匹配你的场景：地铁/公交/车站；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖,,
U0151,疲劳、口渴,烦躁,健身房/运动场,清爽、茶香,冷饮,低糖,低糖冷饮清爽茶香型,R002,青柠茉莉绿茶,0.773,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R027,柠檬轻发酵乌龙,0.773,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R009,桃子轻发酵乌龙,0.773,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0152,感觉有点冷、疲劳,平静,家/宿舍、商场/商业街、公园/户外,清爽,热饮,低糖,低糖热饮清爽型,R049,洋甘菊苹果,0.8061,匹配你的身体状态：感觉有点冷、疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R055,薰衣草蓝莓,0.8388,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R083,冷萃咖啡椰子水,0.7289,匹配你的身体状态：疲劳；匹配你的场景：公园/户外；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖,,
U0153,疲劳,平静,家/宿舍,奶香、甜感,热饮,低刺激、咖啡因敏感慎用,低刺激热饮奶香甜感型,R045,荷叶陈皮,0.8346,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R038,菊花柠檬草,0.8345,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R055,薰衣草蓝莓,0.8344,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,,
U0154,疲劳、困倦,烦躁,家/宿舍、图书馆/自习室,茶香、清爽,冷饮,低糖、咖啡因敏感慎用,低糖冷饮清爽茶香型,R045,荷叶陈皮,0.7148,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、咖啡因敏感慎用,R038,菊花柠檬草,0.7148,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、咖啡因敏感慎用,R055,薰衣草蓝莓,0.7147,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、咖啡因敏感慎用,,
U0155,疲劳,平静,家/宿舍,清爽、茶香,热饮,低糖、低刺激,低糖热饮清爽茶香型,R045,荷叶陈皮,0.8347,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,R038,菊花柠檬草,0.8346,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,R055,薰衣草蓝莓,0.8346,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,,
U0156,疲劳,平静,家/宿舍、地铁/公交/车站,清爽,热饮,低刺激、咖啡因敏感慎用、乳糖不耐慎用,低刺激热饮清爽型,R038,菊花柠檬草,0.8386,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用、乳糖不耐慎用,R045,荷叶陈皮,0.8386,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用、乳糖不耐慎用,R055,薰衣草蓝莓,0.8385,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用、乳糖不耐慎用,,
U0157,良好,开心,图书馆/自习室,清爽,热饮,低糖、低刺激,低糖热饮清爽型,R045,荷叶陈皮,0.7346,匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,R038,菊花柠檬草,0.7346,匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,R055,薰衣草蓝莓,0.7346,匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,,
U0158,困倦,紧张,学校/教学楼、图书馆/自习室,花香、清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽花香型,R045,荷叶陈皮,0.7715,匹配你的心情状态：紧张；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.7715,匹配你的心情状态：紧张；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.7714,匹配你的心情状态：紧张；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,,
U0159,疲劳,低落,家/宿舍,奶香、甜感,热饮,低刺激、咖啡因敏感慎用,低刺激热饮奶香甜感型,R045,荷叶陈皮,0.8346,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的场景：家/宿舍；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R038,菊花柠檬草,0.8346,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的场景：家/宿舍；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R055,薰衣草蓝莓,0.8345,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的场景：家/宿舍；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,,
U0160,良好,烦躁,图书馆/自习室,清爽、茶香,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽茶香型,R045,荷叶陈皮,0.6748,匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.6748,匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R043,金银花菊花,0.7589,匹配你的身体状态：良好；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,,
U0161,困倦、感觉有点冷,烦躁,地铁/公交/车站、公园/户外,清爽、果香、酸感,热饮,低糖、咖啡因敏感慎用,低糖热饮清爽果香型,R050,柠檬草橙子,0.6863,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：果香、清爽、酸感；已考虑你的健康约束：低糖、咖啡因敏感慎用,R119,椰子水橙子,0.6863,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：果香、清爽、酸感；已考虑你的健康约束：低糖、咖啡因敏感慎用,R053,百合椰子水,0.6759,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：果香、清爽；已考虑你的健康约束：低糖、咖啡因敏感慎用,,
U0162,疲劳,平静,学校/教学楼,花香、清爽,热饮,低刺激,低刺激热饮清爽花香型,R045,荷叶陈皮,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R038,菊花柠檬草,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R055,薰衣草蓝莓,0.8401,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,,
U0163,疲劳、困倦,烦躁,图书馆/自习室,清爽、果香、酸感,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽果香型,R045,荷叶陈皮,0.764,匹配你的身体状态：疲劳；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.764,匹配你的身体状态：疲劳；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.7729,匹配你的身体状态：疲劳；匹配你的感官偏好：果香、清爽、酸感；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,,
U0164,感觉有点热,开心,图书馆/自习室、公园/户外,果香、气泡感,冷饮,低糖,低糖冷饮果香气泡感型,R050,柠檬草橙子,0.7268,匹配你的心情状态：开心；匹配你的感官偏好：果香；已考虑你的健康约束：低糖,R119,椰子水橙子,0.7268,匹配你的心情状态：开心；匹配你的感官偏好：果香；已考虑你的健康约束：低糖,R053,百合椰子水,0.7268,匹配你的心情状态：开心；匹配你的感官偏好：果香；已考虑你的健康约束：低糖,,
U0165,疲劳、口渴,平静,健身房/运动场,清爽、果香,冷饮,低糖、咖啡因敏感慎用,低糖冷饮清爽果香型,R055,薰衣草蓝莓,0.7701,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：果香、清爽；已考虑你的健康约束：低糖、咖啡因敏感慎用,R049,洋甘菊苹果,0.771,匹配你的身体状态：口渴、疲劳；匹配你的感官偏好：果香、清爽；已考虑你的健康约束：低糖、咖啡因敏感慎用,R111,豆奶苹果,0.7313,匹配你的身体状态：疲劳；匹配你的感官偏好：果香、清爽；已考虑你的健康约束：低糖、咖啡因敏感慎用,,
U0166,疲劳、感觉有点热,平静,商场/商业街、公园/户外,果香、甜感,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮果香甜感型,R083,冷萃咖啡椰子水,0.7679,匹配你的身体状态：疲劳；匹配你的场景：公园/户外；匹配你的感官偏好：果香、甜感；匹配你的冷热偏好：冷饮；已考虑你的健康约束：乳糖不耐慎用,R050,柠檬草橙子,0.7352,匹配你的心情状态：平静；匹配你的感官偏好：果香、甜感；已考虑你的健康约束：乳糖不耐慎用,R119,椰子水橙子,0.7352,匹配你的心情状态：平静；匹配你的感官偏好：果香、甜感；已考虑你的健康约束：乳糖不耐慎用,,
U0167,疲劳、感觉有点冷,低落,家/宿舍、公园/户外,花香、清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽花香型,R055,薰衣草蓝莓,0.8385,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：低落；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R037,玫瑰桂花,0.8385,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：低落；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R040,薰衣草洋甘菊,0.8385,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：低落；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,,
U0168,困倦、疲劳,紧张,家/宿舍、学校/教学楼,清爽、果香、酸感,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽果香型,R055,薰衣草蓝莓,0.8059,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽、酸感；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R112,燕麦奶桃子,0.7603,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R111,豆奶苹果,0.7603,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,,
U0169,疲劳,烦躁,家/宿舍,果香、酸感、清爽,热饮,低糖、低刺激,低糖热饮清爽果香型,R116,椰乳百合,0.7997,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,R055,薰衣草蓝莓,0.8058,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽、酸感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,R037,玫瑰桂花,0.7935,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,,
U0170,疲劳,平静,家/宿舍、商场/商业街,清爽、茶香,热饮,咖啡因敏感慎用、乳糖不耐慎用,咖啡因敏感慎用热饮清爽茶香型,R038,菊花柠檬草,0.8326,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用、乳糖不耐慎用,R055,薰衣草蓝莓,0.8326,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用、乳糖不耐慎用,R045,荷叶陈皮,0.8326,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用、乳糖不耐慎用,,
U0171,感觉有点热,紧张,公园/户外,茶香、清爽,热饮,低糖、低刺激,低糖热饮清爽茶香型,R055,薰衣草蓝莓,0.763,匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,R043,金银花菊花,0.675,匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、低刺激,R050,柠檬草橙子,0.675,匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、低刺激,,
U0172,困倦,紧张,学校/教学楼、图书馆/自习室,花香、清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽花香型,R045,荷叶陈皮,0.7715,匹配你的心情状态：紧张；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.7715,匹配你的心情状态：紧张；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.7714,匹配你的心情状态：紧张；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,,
U0173,感觉有点冷,平静,公园/户外,奶香、甜感,热饮,咖啡因敏感慎用、乳糖不耐慎用,咖啡因敏感慎用热饮奶香甜感型,R045,荷叶陈皮,0.8334,匹配你的身体状态：感觉有点冷；匹配你的心情状态：平静；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用、乳糖不耐慎用,R038,菊花柠檬草,0.8333,匹配你的身体状态：感觉有点冷；匹配你的心情状态：平静；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用、乳糖不耐慎用,R055,薰衣草蓝莓,0.8332,匹配你的身体状态：感觉有点冷；匹配你的心情状态：平静；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用、乳糖不耐慎用,,
U0174,疲劳、口渴,烦躁,家/宿舍、健身房/运动场,清爽、果香、酸感,冷饮,低糖、咖啡因敏感慎用,低糖冷饮清爽果香型,R113,椰奶荔枝,0.7991,匹配你的身体状态：口渴、疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,R109,酸奶草莓,0.7679,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽、酸感；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,R110,酸奶芒果,0.7679,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽、酸感；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,,
U0175,困倦、感觉有点热,开心,地铁/公交/车站、公园/户外,茶香、苦感,冷饮,低糖、咖啡因敏感慎用,低糖冷饮茶香苦感型,R053,百合椰子水,0.7208,匹配你的心情状态：开心；匹配你的场景：地铁/公交/车站；已考虑你的健康约束：低糖、咖啡因敏感慎用,R043,金银花菊花,0.7208,匹配你的心情状态：开心；匹配你的场景：地铁/公交/车站；已考虑你的健康约束：低糖、咖啡因敏感慎用,R038,菊花柠檬草,0.6642,已考虑你的健康约束：低糖、咖啡因敏感慎用,,
U0176,困倦,紧张,学校/教学楼,奶香、花香,热饮,低刺激,低刺激热饮奶香花香型,R061,焙茶鲜奶,0.7905,匹配你的身体状态：困倦；匹配你的场景：学校/教学楼；匹配你的感官偏好：奶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R075,红茶淡奶油,0.7905,匹配你的身体状态：困倦；匹配你的场景：学校/教学楼；匹配你的感官偏好：奶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R069,焙茶豆奶,0.8006,匹配你的身体状态：困倦；匹配你的场景：学校/教学楼；匹配你的感官偏好：奶香、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,,
U0177,疲劳、口渴,烦躁,健身房/运动场、商场/商业街,清爽、果香,冷饮,低糖、咖啡因敏感慎用,低糖冷饮清爽果香型,R113,椰奶荔枝,0.8055,匹配你的身体状态：口渴、疲劳；匹配你的场景：商场/商业街；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,R109,酸奶草莓,0.7679,匹配你的身体状态：疲劳；匹配你的场景：商场/商业街；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,R110,酸奶芒果,0.7679,匹配你的身体状态：疲劳；匹配你的场景：商场/商业街；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,,
U0178,疲劳,开心,地铁/公交/车站,茶香、苦感、清爽,热饮,低糖、咖啡因敏感慎用,低糖热饮清爽茶香型,R045,荷叶陈皮,0.7991,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽、苦感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,R038,菊花柠檬草,0.7919,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,R055,薰衣草蓝莓,0.7919,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,,
U0179,良好,开心,学校/教学楼,清爽、果香、酸感,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽果香型,R049,洋甘菊苹果,0.7655,匹配你的心情状态：开心；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R111,豆奶苹果,0.7655,匹配你的心情状态：开心；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R116,椰乳百合,0.7655,匹配你的心情状态：开心；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,,
U0180,困倦、疲劳,烦躁,家/宿舍、学校/教学楼,茶香、清爽,热饮,低糖、咖啡因敏感慎用,低糖热饮清爽茶香型,R045,荷叶陈皮,0.7565,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,R038,菊花柠檬草,0.7565,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,R055,薰衣草蓝莓,0.7564,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,,
U0181,良好,低落,商场/商业街,果香、甜感,热饮,低糖、低刺激、乳糖不耐慎用,低糖热饮果香甜感型,R045,荷叶陈皮,0.7717,匹配你的心情状态：低落；匹配你的感官偏好：果香、甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激、乳糖不耐慎用,R038,菊花柠檬草,0.7716,匹配你的心情状态：低落；匹配你的感官偏好：果香、甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激、乳糖不耐慎用,R055,薰衣草蓝莓,0.7716,匹配你的心情状态：低落；匹配你的感官偏好：果香、甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激、乳糖不耐慎用,,
U0182,疲劳,平静,家/宿舍,花香、清爽,热饮,低糖、低刺激,低糖热饮清爽花香型,R045,荷叶陈皮,0.8394,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,R038,菊花柠檬草,0.8394,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,R055,薰衣草蓝莓,0.8393,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,,
U0183,疲劳,紧张,图书馆/自习室,茶香、清爽,热饮,低刺激,低刺激热饮清爽茶香型,R045,荷叶陈皮,0.8335,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R038,菊花柠檬草,0.8335,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R055,薰衣草蓝莓,0.8334,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,,
U0184,感觉有点冷,低落,地铁/公交/车站、公园/户外,奶香、花香,热饮,低刺激,低刺激热饮奶香花香型,R045,荷叶陈皮,0.8323,匹配你的身体状态：感觉有点冷；匹配你的心情状态：低落；匹配你的感官偏好：花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R038,菊花柠檬草,0.8322,匹配你的身体状态：感觉有点冷；匹配你的心情状态：低落；匹配你的感官偏好：花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R069,焙茶豆奶,0.7647,匹配你的心情状态：低落；匹配你的感官偏好：奶香、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,,
U0185,疲劳、感觉有点冷,烦躁,家/宿舍、商场/商业街、公园/户外,奶香、甜感,热饮,低糖、咖啡因敏感慎用,低糖热饮奶香甜感型,R055,薰衣草蓝莓,0.796,匹配你的身体状态：感觉有点冷、疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,R038,菊花柠檬草,0.796,匹配你的身体状态：感觉有点冷、疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,R045,荷叶陈皮,0.796,匹配你的身体状态：感觉有点冷、疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,,
U0186,疲劳,平静,家/宿舍、商场/商业街,清爽,热饮,低糖、乳糖不耐慎用,低糖热饮清爽型,R055,薰衣草蓝莓,0.8386,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、乳糖不耐慎用,R009,桃子轻发酵乌龙,0.771,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、乳糖不耐慎用,R012,荔枝茉莉绿茶,0.771,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、乳糖不耐慎用,,
