session_id,user_id,recipe_id,饮品名称,twin_tower_similarity,normalized_twin_similarity,state_score,flavor_score,scene_score,health_score,visual_score,rule_score,makeability_score,novelty_score,label,rank_target_score
S013,U013,R051,椰奶摩卡,-0.8256,0.0872,0.2324,0.0,0.0556,1.0,0.0,0.328,1.0,0.655,0,0.3109
S013,U013,R052,杏仁奶摩卡,-0.8293,0.0854,0.2316,0.0,0.0556,1.0,0.0,0.3278,1.0,0.7664,0,0.3157
S013,U013,R053,摩卡（低咖啡因）,-0.8257,0.0871,0.1867,0.0,0.0625,1.0,0.0,0.3154,1.0,0.925,0,0.0
S013,U013,R054,燕麦奶摩卡（低咖啡因）,-0.8253,0.0874,0.1951,0.0,0.0625,1.0,0.0,0.3179,1.0,0.6022,0,0.3037
S013,U013,R055,椰奶摩卡（低咖啡因）,-0.8277,0.0862,0.1944,0.0,0.0625,1.0,0.0,0.3177,1.0,0.5968,0,0.303
S013,U013,R056,杏仁奶摩卡（低咖啡因）,-0.8288,0.0856,0.1951,0.0,0.0625,1.0,0.0,0.3179,1.0,0.8193,0,0.314
S013,U013,R057,dirty,-0.8245,0.0878,0.2244,0.0,0.0556,1.0,0.0,0.3256,0.7,0.5253,0,0.0
S013,U013,R058,燕麦奶dirty,-0.8352,0.0824,0.2316,0.0,0.0556,1.0,0.0,0.3278,0.7,0.7713,0,0.2849
S013,U013,R059,椰奶dirty,-0.8261,0.087,0.2316,0.0,0.0556,1.0,0.0,0.3278,0.7,0.9388,0,0.2949
S013,U013,R060,杏仁奶dirty,-0.8321,0.084,0.2316,0.0,0.0556,1.0,0.0,0.3278,0.7,0.905,0,0.2921
S013,U013,R061,dirty（低咖啡因）,-0.8287,0.0857,0.1867,0.0,0.0625,1.0,0.0,0.3154,0.7,0.9334,0,0.0
S013,U013,R062,燕麦奶dirty（低咖啡因）,-0.8288,0.0856,0.1958,0.0,0.0625,1.0,0.0,0.3181,0.7,0.8948,0,0.2878
S013,U013,R063,椰奶dirty（低咖啡因）,-0.83,0.085,0.1944,0.0,0.0625,1.0,0.0,0.3177,0.7,0.6865,0,0.277
S013,U013,R064,杏仁奶dirty（低咖啡因）,-0.8303,0.0849,0.1958,0.0,0.0625,1.0,0.0,0.3181,0.7,0.7374,0,0.2797
S013,U013,R065,热可可,-0.3891,0.3054,0.2268,0.0,0.0625,1.0,0.0,0.3274,1.0,0.8486,0,0.0
S013,U013,R066,燕麦奶热可可,-0.2262,0.3869,0.2447,0.0,0.0625,1.0,0.0,0.3328,1.0,0.6334,0,0.4169
S013,U013,R067,杏仁奶热可可,-0.2621,0.369,0.2447,0.0,0.0625,1.0,0.0,0.3328,1.0,0.7822,0,0.418
S013,U013,R068,玫瑰椰椰烤奶,-0.5469,0.2266,0.2516,0.0,0.0625,1.0,0.0,0.3348,1.0,0.5764,0,0.3588
S013,U013,R069,玫瑰菊花茶,0.3591,0.6796,0.2694,0.0,0.1111,1.0,0.0,0.3475,1.0,0.7043,1,0.5794
S013,U013,R070,玫瑰陈皮茶,-0.049,0.4755,0.2661,0.0,0.1111,1.0,0.0,0.3465,1.0,0.8818,1,0.5164
S013,U013,R071,金银花菊花茶,0.26,0.63,0.2731,0.0,0.1111,1.0,0.0,0.3486,1.0,0.6018,1,0.5575
S013,U013,R072,菊花柠檬茶,-0.6713,0.1644,0.2506,0.0,0.1111,1.0,0.0,0.3419,1.0,0.7862,0,0.3507
S013,U013,R073,薰衣草柠檬茶,-0.6616,0.1692,0.2496,0.0,0.1111,1.0,0.0,0.3415,1.0,0.8757,0,0.3567
S013,U013,R074,百花茶,-0.0049,0.4975,0.2645,0.0,0.1111,1.0,0.0,0.346,1.0,0.6304,1,0.5114
S013,U013,R075,洛神花玫瑰茶,-0.2077,0.3961,0.2645,0.0,0.1111,1.0,0.0,0.346,1.0,0.6267,0,0.4257
S013,U013,R076,洛神花苹果茶,-0.5744,0.2128,0.2615,0.0,0.1111,1.0,0.0,0.3451,1.0,0.677,0,0.3636
S013,U013,R077,金银花荷叶茶,-0.2932,0.3534,0.2575,0.0,0.1111,1.0,0.0,0.3439,1.0,0.8435,0,0.4206
S013,U013,R078,百合玫瑰茶,0.4099,0.7049,0.275,0.0,0.1111,1.0,0.0,0.3492,1.0,0.7097,1,0.5894
S013,U013,R079,陈皮苹果茶,-0.6566,0.1717,0.263,0.0,0.1111,1.0,0.0,0.3456,1.0,0.8083,0,0.356
S014,U014,R001,薄荷柠檬气泡茶,-0.7991,0.1004,0.0762,0.0,0.5556,1.0,0.0,0.3562,0.7,0.6123,0,0.2961
S014,U014,R002,蜂蜜柠檬茶,-0.3691,0.3155,0.0774,0.0,0.3125,1.0,0.0,0.3201,0.7,0.523,0,0.3506
S014,U014,R003,葡萄柠檬茉莉花茶,0.0793,0.5396,0.0854,0.0,0.5625,1.0,0.0,0.36,0.7,0.9579,1,0.5188
S014,U014,R004,青柠桂花蜜乌龙,-0.1325,0.4338,0.0769,0.0,0.5625,1.0,0.0,0.3574,0.7,0.6838,0,0.4168
S014,U014,R005,百香果乳酸绿茶,-0.7406,0.1297,0.0757,0.0,0.5556,1.0,0.0,0.356,0.7,0.6396,0,0.3076
S014,U014,R006,百香果美式,-0.8068,0.0966,0.0716,0.0,0.5625,1.0,0.0,0.3559,0.7,0.6956,0,0.2987
S014,U014,R007,百香果美式（低咖啡因）,-0.8318,0.0841,0.0667,0.0,0.55,1.0,0.0,0.3525,0.7,0.8041,0,0.2983
S014,U014,R008,杨枝甘露,-0.6525,0.1737,0.0689,0.0,0.5625,1.0,0.0,0.355,0.3,0.7259,0,0.2869
S014,U014,R009,鲜橙绿茶,-0.6305,0.1847,0.0853,0.0,0.5625,1.0,0.0,0.36,0.7,0.5356,0,0.3234
S014,U014,R010,橙C美式,-0.8116,0.0942,0.0712,0.0,0.5714,1.0,0.0,0.3571,0.7,0.9221,0,0.3098
S014,U014,R011,橙C美式（低咖啡因）,-0.8021,0.0989,0.0708,0.0,0.5556,1.0,0.0,0.3546,0.7,0.8066,0,0.3045
S014,U014,R012,鲜橙养乐多,-0.5495,0.2253,0.0679,0.0,0.5625,1.0,0.0,0.3548,0.7,0.9176,0,0.3544
S014,U014,R013,草莓奶昔,-0.5336,0.2332,0.0712,0.0,0.5714,1.0,0.0,0.3571,0.7,0.6586,0,0.3452
S014,U014,R014,蓝莓奶昔,-0.4521,0.274,0.0716,0.0,0.5625,1.0,0.0,0.3559,0.7,0.88,0,0.37
S014,U014,R015,桃桃乌龙,0.1971,0.5985,0.0865,0.0,0.5625,1.0,0.0,0.3603,0.7,0.7073,1,0.527
S014,U014,R016,芒果奶昔,-0.5284,0.2358,0.0708,0.0,0.5625,1.0,0.0,0.3556,0.7,0.5503,0,0.3401
S014,U014,R017,柠迭莓萝气泡水,-0.5626,0.2187,0.0664,0.0,0.5625,1.0,0.0,0.3543,0.3,0.7609,0,0.304
S014,U014,R018,茉莉苹果奶绿,0.0608,0.5304,0.0827,0.0,0.5714,1.0,0.0,0.3605,0.7,0.8465,1,0.5102
S014,U014,R019,荔枝白茶,0.1835,0.5917,0.0865,0.0,0.5625,1.0,0.0,0.3603,0.7,0.7986,1,0.5292
S014,U014,R020,超级吨吨桶,-0.8008,0.0996,0.0699,0.0,0.5556,1.0,0.0,0.3543,0.3,0.7327,0,0.2609
S014,U014,R021,芝士奶盖铁观音,-0.0111,0.4945,0.085,0.0,0.5714,1.0,0.0,0.3612,0.7,0.5622,1,0.4837
S014,U014,R022,抹茶椰青美式,-0.631,0.1845,0.0805,0.0,0.5714,1.0,0.0,0.3599,1.0,0.7607,0,0.3646
S014,U014,R023,草莓抹茶椰,-0.3335,0.3333,0.0734,0.0,0.5714,1.0,0.0,0.3577,0.7,0.9198,0,0.3936
S014,U014,R024,柠檬草薄荷气泡水,-0.7362,0.1319,0.0675,0.0,0.5625,1.0,0.0,0.3546,0.7,0.7789,0,0.3147
S014,U014,R025,蝶豆花柠檬气泡水,-0.7194,0.1403,0.0663,0.0,0.5625,1.0,0.0,0.3543,0.3,0.9771,0,0.2874
S014,U014,R026,泰式奶红,-0.5703,0.2149,0.0254,0.0,0.5,1.0,0.0,0.3326,1.0,0.8857,0,0.3692
S014,U014,R027,泰式奶绿,-0.5583,0.2208,0.0404,0.0,0.5,1.0,0.0,0.3371,1.0,0.66,0,0.362
S014,U014,R028,冰橙伯爵鸳鸯茶,-0.7986,0.1007,0.0349,0.0,0.5,1.0,0.0,0.3355,1.0,0.7213,0,0.3223
S014,U014,R029,伯爵红茶奶茶,-0.773,0.1135,0.0284,0.0,0.25,1.0,0.0,0.296,1.0,0.5111,0,0.2985
S014,U014,R030,焙茶豆乳,-0.5456,0.2272,0.0317,0.0,0.25,1.0,0.0,0.297,1.0,0.9587,0,0.3611
S014,U014,R031,抹茶豆乳,-0.6979,0.151,0.0306,0.0,0.25,1.0,0.0,0.2967,1.0,0.5098,0,0.3119
S014,U014,R032,抹茶拿铁,-0.8063,0.0968,0.0212,0.0,0.25,1.0,0.0,0.2938,1.0,0.8225,0,0.3072
S014,U014,R033,燕麦奶抹茶拿铁,-0.7203,0.1399,0.03,0.0,0.25,1.0,0.0,0.2965,1.0,0.9769,0,0.3312
S014,U014,R034,椰奶抹茶拿铁,-0.8141,0.0929,0.0212,0.0,0.25,1.0,0.0,0.2938,1.0,0.948,0,0.3121
S014,U014,R035,杏仁奶抹茶拿铁,-0.7966,0.1017,0.03,0.0,0.25,1.0,0.0,0.2965,1.0,0.9135,0,0.3147
S014,U014,R036,港式鸳鸯,-0.8058,0.0971,0.0239,0.0,0.25,1.0,0.0,0.2947,1.0,0.5117,0,0.2922
S014,U014,R037,拿铁,-0.8013,0.0993,0.02,0.0,0.25,1.0,0.0,0.2935,1.0,0.8698,0,0.3103
S014,U014,R038,燕麦奶拿铁,-0.7116,0.1442,0.0193,0.0,0.25,1.0,0.0,0.2933,1.0,0.7232,0,0.3186
S014,U014,R039,椰奶拿铁,-0.795,0.1025,0.019,0.0,0.25,1.0,0.0,0.2932,1.0,0.5927,0,0.2975
S014,U014,R040,杏仁奶拿铁,-0.7932,0.1034,0.0193,0.0,0.25,1.0,0.0,0.2933,1.0,0.6857,0,0.3025
S014,U014,R041,拿铁（低咖啡因）,-0.7991,0.1005,0.0212,0.0,0.25,1.0,0.0,0.2938,1.0,0.8654,0,0.3106
S014,U014,R042,燕麦奶拿铁（低咖啡因）,-0.7997,0.1001,0.0212,0.0,0.25,1.0,0.0,0.2938,1.0,0.5307,0,0.2938
S014,U014,R043,椰奶拿铁（低咖啡因）,-0.8012,0.0994,0.02,0.0,0.25,1.0,0.0,0.2935,1.0,0.9512,0,0.3144
S014,U014,R044,杏仁奶拿铁（低咖啡因）,-0.8034,0.0983,0.0212,0.0,0.25,1.0,0.0,0.2938,1.0,0.9997,0,0.3166
S014,U014,R045,卡布奇诺,-0.7996,0.1002,0.018,0.0,0.25,1.0,0.0,0.2929,1.0,0.9291,0,0.3133
S014,U014,R046,卡布奇诺（低咖啡因）,-0.8043,0.0978,0.019,0.0,0.25,1.0,0.0,0.2932,1.0,0.9004,0,0.3112
S014,U014,R047,西班牙拿铁,-0.8031,0.0985,0.0167,0.0,0.25,1.0,0.0,0.2925,1.0,0.895,0,0.3108
S014,U014,R048,西班牙拿铁（低咖啡因）,-0.8042,0.0979,0.0172,0.0,0.25,1.0,0.0,0.2927,1.0,0.5851,0,0.2952
S014,U014,R049,摩卡,-0.7962,0.1019,0.0177,0.0,0.25,1.0,0.0,0.2928,1.0,0.7725,0,0.306
S014,U014,R050,燕麦奶摩卡,-0.7888,0.1056,0.0169,0.0,0.25,1.0,0.0,0.2926,1.0,0.7587,0,0.3066
S014,U014,R051,椰奶摩卡,-0.793,0.1035,0.0175,0.0,0.25,1.0,0.0,0.2927,1.0,0.5534,0,0.2956
S014,U014,R052,杏仁奶摩卡,-0.7907,0.1047,0.0172,0.0,0.25,1.0,0.0,0.2927,1.0,0.7597,0,0.3063
S014,U014,R053,摩卡（低咖啡因）,-0.7946,0.1027,0.0183,0.0,0.25,1.0,0.0,0.293,1.0,0.9206,0,0.3138
S014,U014,R054,燕麦奶摩卡（低咖啡因）,-0.7976,0.1012,0.018,0.0,0.25,1.0,0.0,0.2929,1.0,0.7212,0,0.3033
S014,U014,R055,椰奶摩卡（低咖啡因）,-0.7952,0.1024,0.0177,0.0,0.25,1.0,0.0,0.2928,1.0,0.6496,0,0.3001
S014,U014,R056,杏仁奶摩卡（低咖啡因）,-0.7946,0.1027,0.018,0.0,0.25,1.0,0.0,0.2929,1.0,0.6115,0,0.2983
S014,U014,R057,dirty,-0.8022,0.0989,0.0177,0.0,0.25,1.0,0.0,0.2928,0.7,0.7782,0,0.2753
S014,U014,R058,燕麦奶dirty,-0.7927,0.1037,0.0172,0.0,0.25,1.0,0.0,0.2927,0.7,0.7814,0,0.2771
S014,U014,R059,椰奶dirty,-0.7987,0.1006,0.0172,0.0,0.25,1.0,0.0,0.2927,0.7,0.9155,0,0.2827
S014,U014,R060,杏仁奶dirty,-0.7928,0.1036,0.0172,0.0,0.25,1.0,0.0,0.2927,0.7,0.6646,0,0.2712
S014,U014,R061,dirty（低咖啡因）,-0.8002,0.0999,0.0183,0.0,0.25,1.0,0.0,0.293,0.7,0.9049,0,0.2821
S014,U014,R062,燕麦奶dirty（低咖啡因）,-0.7998,0.1001,0.0183,0.0,0.25,1.0,0.0,0.293,0.7,0.6468,0,0.2692
S014,U014,R063,椰奶dirty（低咖啡因）,-0.7977,0.1011,0.0177,0.0,0.25,1.0,0.0,0.2928,0.7,0.8423,0,0.2793
S014,U014,R064,杏仁奶dirty（低咖啡因）,-0.7973,0.1014,0.0183,0.0,0.25,1.0,0.0,0.293,0.7,0.5179,0,0.2632
S014,U014,R065,热可可,-0.6581,0.171,0.0,0.0,0.0,1.0,0.0,0.25,1.0,0.6026,0,0.3025
S014,U014,R066,燕麦奶热可可,-0.5534,0.2233,0.0108,0.0,0.0,1.0,0.0,0.2532,1.0,0.5441,0,0.3193
S014,U014,R067,杏仁奶热可可,-0.5715,0.2142,0.0108,0.0,0.0,1.0,0.0,0.2532,1.0,0.6074,0,0.3193
S014,U014,R068,玫瑰椰椰烤奶,-0.6576,0.1712,0.0172,0.0,0.0,1.0,0.0,0.2552,1.0,0.7367,0,0.3116
S014,U014,R069,玫瑰菊花茶,-0.4616,0.2692,0.0726,0.0,0.0,1.0,0.0,0.2718,1.0,0.7242,0,0.3527
S014,U014,R070,玫瑰陈皮茶,-0.606,0.197,0.0712,0.0,0.0,1.0,0.0,0.2714,1.0,0.5053,0,0.3163
S014,U014,R071,金银花菊花茶,-0.4581,0.2709,0.0742,0.0,0.0,1.0,0.0,0.2722,1.0,0.9598,0,0.3653
S014,U014,R072,菊花柠檬茶,-0.4573,0.2713,0.102,0.0,0.0556,1.0,0.0,0.2889,1.0,0.5415,0,0.352
S014,U014,R073,薰衣草柠檬茶,-0.4735,0.2633,0.1016,0.0,0.0556,1.0,0.0,0.2888,1.0,0.5944,0,0.3518
S014,U014,R074,百花茶,-0.5702,0.2149,0.0705,0.0,0.0,1.0,0.0,0.2712,1.0,0.5672,0,0.3256
S014,U014,R075,洛神花玫瑰茶,-0.7136,0.1432,0.0705,0.0,0.0,1.0,0.0,0.2712,1.0,0.9953,0,0.3219
S014,U014,R076,洛神花苹果茶,-0.7803,0.1098,0.0692,0.0,0.0,1.0,0.0,0.2708,1.0,0.608,0,0.2907
S014,U014,R077,金银花荷叶茶,-0.7207,0.1396,0.0675,0.0,0.0,1.0,0.0,0.2702,1.0,0.7771,0,0.3093
S014,U014,R078,百合玫瑰茶,-0.4109,0.2945,0.0625,0.0,0.0,1.0,0.0,0.2687,1.0,0.7265,0,0.3603
S014,U014,R079,陈皮苹果茶,-0.7582,0.1209,0.0699,0.0,0.0,1.0,0.0,0.271,1.0,0.8947,0,0.309
S015,U015,R001,薄荷柠檬气泡茶,-0.7919,0.104,0.0685,0.0,0.0,0.75,0.0,0.208,0.7,0.7721,0,0.0
S015,U015,R002,蜂蜜柠檬茶,-0.6415,0.1792,0.0904,0.0,0.0,1.0,0.0,0.2771,0.7,0.9921,0,0.307
S015,U015,R003,葡萄柠檬茉莉花茶,-0.5051,0.2474,0.0774,0.0,0.0,1.0,0.0,0.2732,0.7,0.8866,0,0.3239
S015,U015,R004,青柠桂花蜜乌龙,-0.6033,0.1983,0.0689,0.0,0.0,1.0,0.0,0.2707,0.7,0.8395,0,0.3032
S015,U015,R005,百香果乳酸绿茶,-0.7397,0.1301,0.0528,0.0,0.0,1.0,0.0,0.2658,0.7,0.7379,0,0.2721
S015,U015,R006,百香果美式,-0.8018,0.0991,0.0627,0.0,0.0,0.75,0.0,0.2063,0.7,0.9687,0,0.0
S015,U015,R007,百香果美式（低咖啡因）,-0.7773,0.1114,0.1571,0.0,0.05,0.75,0.0,0.2421,0.7,0.5767,0,0.0
S015,U015,R008,杨枝甘露,-0.6448,0.1776,0.1159,0.0,0.0625,1.0,0.0,0.2942,0.3,0.7249,0,0.2608
S015,U015,R009,鲜橙绿茶,-0.7587,0.1206,0.0587,0.0,0.0,1.0,0.0,0.2676,0.7,0.5141,0,0.2583
S015,U015,R010,橙C美式,-0.7906,0.1047,0.0675,0.0,0.0,0.75,0.0,0.2077,0.7,0.6044,0,0.0
S015,U015,R011,橙C美式（低咖啡因）,-0.7437,0.1282,0.1694,0.0,0.0556,0.75,0.0,0.2466,0.7,0.5392,0,0.0
S015,U015,R012,鲜橙养乐多,-0.6417,0.1791,0.1694,0.0,0.0625,1.0,0.0,0.3102,0.7,0.7983,0,0.3122
S015,U015,R013,草莓奶昔,-0.5708,0.2146,0.1262,0.0,0.0625,1.0,0.0,0.2972,0.7,0.7812,0,0.3179
S015,U015,R014,蓝莓奶昔,-0.5719,0.2141,0.1266,0.0,0.0625,1.0,0.0,0.2974,0.7,0.7555,0,0.3165
S015,U015,R015,桃桃乌龙,-0.5363,0.2319,0.0554,0.0,0.0,1.0,0.0,0.2666,0.7,0.9422,0,0.3182
S015,U015,R016,芒果奶昔,-0.5745,0.2128,0.1258,0.0,0.0625,1.0,0.0,0.2971,0.7,0.9501,0,0.3257
S015,U015,R017,柠迭莓萝气泡水,-0.6932,0.1534,0.0736,0.0,0.0,0.75,0.0,0.2096,0.3,0.7689,0,0.0
S015,U015,R018,茉莉苹果奶绿,-0.5775,0.2112,0.0726,0.0,0.0,1.0,0.0,0.2718,0.7,0.5995,0,0.2962
S015,U015,R019,荔枝白茶,-0.5321,0.234,0.0554,0.0,0.0,1.0,0.0,0.2666,0.7,0.8098,0,0.3123
S015,U015,R020,超级吨吨桶,-0.7931,0.1035,0.0634,0.0,0.0,1.0,0.0,0.269,0.3,0.7506,0,0.2248
S015,U015,R021,芝士奶盖铁观音,-0.5984,0.2008,0.0,0.0,0.0,1.0,0.0,0.25,0.7,0.8536,0,0.2955
S015,U015,R022,抹茶椰青美式,-0.8644,0.0678,0.0677,0.0,0.0,0.75,0.0,0.2078,1.0,0.804,0,0.0
S015,U015,R023,草莓抹茶椰,-0.8376,0.0812,0.0595,0.0,0.0,0.75,0.0,0.2053,0.7,0.8262,0,0.0
S015,U015,R024,柠檬草薄荷气泡水,-0.7449,0.1275,0.0764,0.0,0.0,0.75,0.0,0.2104,0.7,0.8604,0,0.0
S015,U015,R025,蝶豆花柠檬气泡水,-0.7528,0.1236,0.0748,0.0,0.0,0.75,0.0,0.2099,0.3,0.7526,0,0.0
S015,U015,R026,泰式奶红,-0.6344,0.1828,0.0669,0.0,0.0,1.0,0.0,0.2701,1.0,0.7499,0,0.323
S015,U015,R027,泰式奶绿,-0.6484,0.1758,0.0743,0.0,0.0,1.0,0.0,0.2723,1.0,0.6381,0,0.316
S015,U015,R028,冰橙伯爵鸳鸯茶,-0.8044,0.0978,0.0675,0.0,0.0,0.75,0.0,0.2077,1.0,0.6556,0,0.0
S015,U015,R029,伯爵红茶奶茶,-0.6383,0.1809,0.1284,0.0,0.0,1.0,0.0,0.2885,1.0,0.887,0,0.3375
S015,U015,R030,焙茶豆乳,-0.6217,0.1892,0.1317,0.0,0.0,1.0,0.0,0.2895,1.0,0.7699,0,0.335
S015,U015,R031,抹茶豆乳,-0.7906,0.1047,0.1306,0.0,0.0,0.75,0.0,0.2267,1.0,0.5718,0,0.0
S015,U015,R032,抹茶拿铁,-0.7901,0.1049,0.1317,0.0,0.0,0.75,0.0,0.227,1.0,0.8518,0,0.0
S015,U015,R033,燕麦奶抹茶拿铁,-0.7833,0.1084,0.12,0.0,0.0,0.75,0.0,0.2235,1.0,0.6374,0,0.0
S015,U015,R034,椰奶抹茶拿铁,-0.7863,0.1068,0.1212,0.0,0.0,0.75,0.0,0.2238,1.0,0.5773,0,0.0
S015,U015,R035,杏仁奶抹茶拿铁,-0.794,0.103,0.12,0.0,0.0,0.75,0.0,0.2235,1.0,0.898,0,0.0
S015,U015,R036,港式鸳鸯,-0.7923,0.1039,0.1057,0.0,0.0,0.75,0.0,0.2192,1.0,0.6517,0,0.0
S015,U015,R037,拿铁,-0.7957,0.1022,0.13,0.0,0.0,0.75,0.0,0.2265,1.0,0.5022,0,0.0
S015,U015,R038,燕麦奶拿铁,-0.7923,0.1039,0.1289,0.0,0.0,0.75,0.0,0.2262,1.0,0.808,0,0.0
S015,U015,R039,椰奶拿铁,-0.7968,0.1016,0.1284,0.0,0.0,0.75,0.0,0.226,1.0,0.8297,0,0.0
S015,U015,R040,杏仁奶拿铁,-0.7961,0.1019,0.1289,0.0,0.0,0.75,0.0,0.2262,1.0,0.8162,0,0.0
S015,U015,R041,拿铁（低咖啡因）,-0.7956,0.1022,0.0712,0.0,0.0,0.75,0.0,0.2088,1.0,0.697,0,0.0
S015,U015,R042,燕麦奶拿铁（低咖啡因）,-0.7938,0.1031,0.0712,0.0,0.0,0.75,0.0,0.2088,1.0,0.6722,0,0.0
S015,U015,R043,椰奶拿铁（低咖啡因）,-0.7992,0.1004,0.07,0.0,0.0,0.75,0.0,0.2085,1.0,0.8712,0,0.0
S015,U015,R044,杏仁奶拿铁（低咖啡因）,-0.7999,0.1001,0.0712,0.0,0.0,0.75,0.0,0.2088,1.0,0.7115,0,0.0
S015,U015,R045,卡布奇诺,-0.7987,0.1007,0.127,0.0,0.0,0.75,0.0,0.2256,1.0,0.6528,0,0.0
S015,U015,R046,卡布奇诺（低咖啡因）,-0.7996,0.1002,0.069,0.0,0.0,0.75,0.0,0.2082,1.0,0.9524,0,0.0
S015,U015,R047,西班牙拿铁,-0.7927,0.1036,0.1068,0.0,0.0,0.75,0.0,0.2195,1.0,0.7291,0,0.0
S015,U015,R048,西班牙拿铁（低咖啡因）,-0.7927,0.1036,0.0672,0.0,0.0,0.75,0.0,0.2077,1.0,0.5099,0,0.0
S015,U015,R049,摩卡,-0.7967,0.1016,0.1016,0.0,0.0,0.75,0.0,0.218,1.0,0.9811,0,0.0
S015,U015,R050,燕麦奶摩卡,-0.8007,0.0997,0.1004,0.0,0.0,0.75,0.0,0.2176,1.0,0.6517,0,0.0
S015,U015,R051,椰奶摩卡,-0.7923,0.1039,0.1162,0.0,0.0,0.75,0.0,0.2224,1.0,0.5422,0,0.0
S015,U015,R052,杏仁奶摩卡,-0.7966,0.1017,0.1158,0.0,0.0,0.75,0.0,0.2222,1.0,0.6907,0,0.0
S015,U015,R053,摩卡（低咖啡因）,-0.7941,0.103,0.0683,0.0,0.0,0.75,0.0,0.208,1.0,0.5031,0,0.0
S015,U015,R054,燕麦奶摩卡（低咖啡因）,-0.7928,0.1036,0.068,0.0,0.0,0.75,0.0,0.2079,1.0,0.7738,0,0.0
S015,U015,R055,椰奶摩卡（低咖啡因）,-0.7959,0.1021,0.0677,0.0,0.0,0.75,0.0,0.2078,1.0,0.5693,0,0.0
S015,U015,R056,杏仁奶摩卡（低咖啡因）,-0.7961,0.102,0.068,0.0,0.0,0.75,0.0,0.2079,1.0,0.7295,0,0.0
S015,U015,R057,dirty,-0.7929,0.1036,0.1166,0.0,0.0,0.75,0.0,0.2225,0.7,0.5803,0,0.0
S015,U015,R058,燕麦奶dirty,-0.803,0.0985,0.1158,0.0,0.0,0.75,0.0,0.2222,0.7,0.516,0,0.0
S015,U015,R059,椰奶dirty,-0.7931,0.1034,0.1158,0.0,0.0,0.75,0.0,0.2222,0.7,0.6437,0,0.0
S015,U015,R060,杏仁奶dirty,-0.7999,0.1,0.1158,0.0,0.0,0.75,0.0,0.2222,0.7,0.6739,0,0.0
S015,U015,R061,dirty（低咖啡因）,-0.7975,0.1012,0.0683,0.0,0.0,0.75,0.0,0.208,0.7,0.6333,0,0.0
S015,U015,R062,燕麦奶dirty（低咖啡因）,-0.7964,0.1018,0.0683,0.0,0.0,0.75,0.0,0.208,0.7,0.676,0,0.0
S015,U015,R063,椰奶dirty（低咖啡因）,-0.7975,0.1013,0.0677,0.0,0.0,0.75,0.0,0.2078,0.7,0.9341,0,0.0
S015,U015,R064,杏仁奶dirty（低咖啡因）,-0.7985,0.1007,0.0683,0.0,0.0,0.75,0.0,0.208,0.7,0.7906,0,0.0
S015,U015,R065,热可可,-0.4463,0.2769,0.1818,0.0,0.0625,1.0,0.0,0.3139,1.0,0.6208,0,0.3692
S015,U015,R066,燕麦奶热可可,-0.3008,0.3496,0.1781,0.0,0.0625,1.0,0.0,0.3128,1.0,0.5707,0,0.3916
S015,U015,R067,杏仁奶热可可,-0.3345,0.3327,0.1781,0.0,0.0625,1.0,0.0,0.3128,1.0,0.5085,0,0.3826
S015,U015,R068,玫瑰椰椰烤奶,-0.5913,0.2043,0.1344,0.0,0.0,1.0,0.0,0.2903,1.0,0.8455,0,0.3444
S015,U015,R069,玫瑰菊花茶,0.3875,0.6938,0.2319,0.0,0.0556,1.0,0.0,0.3279,1.0,0.5791,1,0.5693
S015,U015,R070,玫瑰陈皮茶,0.0082,0.5041,0.2286,0.0,0.0556,1.0,0.0,0.3269,1.0,0.5265,1,0.4999
S015,U015,R071,金银花菊花茶,0.3137,0.6568,0.2356,0.0,0.0556,1.0,0.0,0.329,1.0,0.9403,1,0.575
S015,U015,R072,菊花柠檬茶,-0.6247,0.1876,0.2131,0.0,0.0556,1.0,0.0,0.3223,1.0,0.6557,0,0.3435
S015,U015,R073,薰衣草柠檬茶,-0.6125,0.1938,0.221,0.0,0.0556,1.0,0.0,0.3246,1.0,0.7149,0,0.3496
S015,U015,R074,百花茶,0.0761,0.538,0.238,0.0,0.0556,1.0,0.0,0.3297,1.0,0.5064,1,0.512
S015,U015,R075,洛神花玫瑰茶,-0.1214,0.4393,0.216,0.0,0.0556,1.0,0.0,0.3231,1.0,0.6731,0,0.4328
S015,U015,R076,洛神花苹果茶,-0.5114,0.2443,0.2135,0.0,0.0556,1.0,0.0,0.3224,1.0,0.9563,0,0.3784
S015,U015,R077,金银花荷叶茶,-0.2185,0.3908,0.22,0.0,0.0556,1.0,0.0,0.3243,1.0,0.595,0,0.4125
S015,U015,R078,百合玫瑰茶,0.4264,0.7132,0.2375,0.0,0.0556,1.0,0.0,0.3296,1.0,0.7629,1,0.5861
S015,U015,R079,陈皮苹果茶,-0.6567,0.1717,0.2255,0.0,0.0556,1.0,0.0,0.326,1.0,0.9718,0,0.3554
S016,U016,R001,薄荷柠檬气泡茶,-0.7502,0.1249,0.0607,0.0,0.0556,1.0,0.0,0.2766,0.7,0.7989,0,0.2781
S016,U016,R002,蜂蜜柠檬茶,-0.5967,0.2017,0.1529,0.0,0.0625,1.0,0.0,0.3053,0.7,0.5697,0,0.3065
S016,U016,R003,葡萄柠檬茉莉花茶,-0.5626,0.2187,0.1224,0.0,0.0625,1.0,0.0,0.2961,0.7,0.8609,0,0.3228
