recommendation_id,session_id,user_id,recipe_id,饮品名称,推荐排名,双塔相似度,规则综合分,状态匹配分,风味偏好分,场景适配分,健康约束分,视觉适配分,制作可行性分,新颖度分,baseline_rank_score,mlp_rank_score,最终排序分,候选来源,是否通过规则过滤,过滤原因,推荐理由,推荐标签依据
REC080,S027,U027,R016,芒果奶昔,2,0.1343,0.3423,0.193,0.125,0.0625,1.0,0.0,0.7,0.7215,0.293,0.4867,0.4867,主候选,True,,该饮品与用户当前的【疲惫、疲惫、清爽】较匹配，同时兼顾【无】与【常温】，适合作为当前场景下的个性化饮品推荐。,疲惫、清爽、想放松、果香
REC081,S027,U027,R013,草莓奶昔,3,0.137,0.3425,0.1937,0.125,0.0625,1.0,0.0,0.7,0.6866,0.2927,0.4843,0.4843,主候选,True,,该饮品与用户当前的【疲惫、疲惫、清爽】较匹配，同时兼顾【无】与【常温】，适合作为当前场景下的个性化饮品推荐。,疲惫、清爽、想放松、果香
REC082,S028,U028,R078,百合玫瑰茶,1,0.3394,0.2913,0.1375,0.0,0.0,1.0,0.0,1.0,0.9339,0.4184,0.5605,0.5605,主候选,True,,该饮品与用户当前的【紧张、紧张、想自信】较匹配，同时兼顾【咖啡因敏感】与【温热】，适合作为当前场景下的个性化饮品推荐。,紧张、想安抚
REC083,S028,U028,R071,金银花菊花茶,2,0.2401,0.2908,0.1361,0.0,0.0,1.0,0.0,1.0,0.8973,0.3667,0.535,0.535,主候选,True,,该饮品与用户当前的【紧张、紧张、想自信】较匹配，同时兼顾【咖啡因敏感】与【温热】，适合作为当前场景下的个性化饮品推荐。,紧张、想安抚
REC084,S028,U028,R069,玫瑰菊花茶,3,0.2546,0.2901,0.1335,0.0,0.0,1.0,0.0,1.0,0.7758,0.3676,0.5296,0.5296,主候选,True,,该饮品与用户当前的【紧张、紧张、想自信】较匹配，同时兼顾【咖啡因敏感】与【温热】，适合作为当前场景下的个性化饮品推荐。,紧张、想安抚
REC085,S029,U029,R067,杏仁奶热可可,1,0.2562,0.3641,0.0989,0.0,0.5625,1.0,0.0,1.0,0.8798,0.3995,0.5627,0.5627,主候选,True,,该饮品与用户当前的【无明显不适、放松、想灵感】较匹配，同时兼顾【无】与【热饮】，适合作为当前场景下的个性化饮品推荐。,放松
REC086,S029,U029,R066,燕麦奶热可可,2,0.2705,0.3641,0.0989,0.0,0.5625,1.0,0.0,1.0,0.54,0.3897,0.5426,0.5426,主候选,True,,该饮品与用户当前的【无明显不适、放松、想灵感】较匹配，同时兼顾【无】与【热饮】，适合作为当前场景下的个性化饮品推荐。,放松
REC087,S029,U029,R065,热可可,3,0.0933,0.3619,0.0918,0.0,0.5625,1.0,0.0,1.0,0.6558,0.3061,0.5084,0.5084,主候选,True,,该饮品与用户当前的【无明显不适、放松、想灵感】较匹配，同时兼顾【无】与【热饮】，适合作为当前场景下的个性化饮品推荐。,放松
REC088,S030,U030,R066,燕麦奶热可可,1,0.2271,0.3622,0.1781,0.2,0.125,1.0,0.0,1.0,0.825,0.3816,0.5453,0.5453,主候选,True,,该饮品与用户当前的【无明显不适、低落、想安慰】较匹配，同时兼顾【无】与【温热】，适合作为当前场景下的个性化饮品推荐。,低落、温热
REC089,S030,U030,R067,杏仁奶热可可,2,0.184,0.3622,0.1781,0.2,0.125,1.0,0.0,1.0,0.8147,0.3595,0.534,0.534,主候选,True,,该饮品与用户当前的【无明显不适、低落、想安慰】较匹配，同时兼顾【无】与【温热】，适合作为当前场景下的个性化饮品推荐。,低落、温热
REC090,S030,U030,R069,玫瑰菊花茶,3,0.0809,0.368,0.171,0.25,0.1111,1.0,0.0,1.0,0.9758,0.318,0.5218,0.5218,主候选,True,,该饮品与用户当前的【无明显不适、低落、想安慰】较匹配，同时兼顾【无】与【温热】，适合作为当前场景下的个性化饮品推荐。,低落、温热
REC091,S031,U031,R018,茉莉苹果奶绿,1,0.0151,0.3986,0.214,0.0,0.5625,1.0,0.0,0.7,0.994,0.2668,0.5046,0.5046,主候选,True,,该饮品与用户当前的【疲惫、低落、清爽】较匹配，同时兼顾【无】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,疲惫、低落、清爽
REC092,S031,U031,R021,芝士奶盖铁观音,2,0.0431,0.4,0.2188,0.0,0.5625,1.0,0.0,0.7,0.6862,0.2659,0.4918,0.4918,主候选,True,,该饮品与用户当前的【疲惫、低落、清爽】较匹配，同时兼顾【无】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,疲惫、低落、清爽
REC093,S031,U031,R015,桃桃乌龙,3,-0.174,0.3936,0.1973,0.0,0.5625,1.0,0.0,0.7,0.9894,0.1702,0.4583,0.4583,兜底补足,True,,该饮品与用户当前的【疲惫、低落、清爽】较匹配，同时兼顾【无】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,疲惫、低落、清爽
REC094,S032,U032,R015,桃桃乌龙,1,0.1106,0.4367,0.1765,0.2,0.625,1.0,0.0,0.7,0.7855,0.3174,0.5274,0.5274,主候选,True,,该饮品与用户当前的【困倦、困倦、提神】较匹配，同时兼顾【无】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,困倦、提神、清爽
REC095,S032,U032,R021,芝士奶盖铁观音,2,0.0512,0.4496,0.2329,0.1667,0.6429,1.0,0.0,0.7,0.8933,0.2976,0.5228,0.5228,主候选,True,,该饮品与用户当前的【困倦、困倦、提神】较匹配，同时兼顾【无】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,困倦、提神、清爽
REC096,S032,U032,R019,荔枝白茶,3,0.0898,0.4367,0.1765,0.2,0.625,1.0,0.0,0.7,0.6784,0.3017,0.5155,0.5155,主候选,True,,该饮品与用户当前的【困倦、困倦、提神】较匹配，同时兼顾【无】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,困倦、提神、清爽
REC097,S033,U033,R015,桃桃乌龙,1,0.2258,0.3873,0.1765,0.0,0.5625,1.0,0.0,0.7,0.72,0.3545,0.5352,0.5352,主候选,True,,该饮品与用户当前的【困倦、困倦、想提神】较匹配，同时兼顾【咖啡因敏感】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,困倦、想提神、清爽
REC098,S033,U033,R019,荔枝白茶,2,0.2119,0.3873,0.1765,0.0,0.5625,1.0,0.0,0.7,0.6536,0.3442,0.5276,0.5276,主候选,True,,该饮品与用户当前的【困倦、困倦、想提神】较匹配，同时兼顾【咖啡因敏感】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,困倦、想提神、清爽
REC099,S033,U033,R003,葡萄柠檬茉莉花茶,3,0.1042,0.3894,0.1835,0.0,0.5625,1.0,0.0,0.7,0.7538,0.2961,0.5086,0.5086,主候选,True,,该饮品与用户当前的【困倦、困倦、想提神】较匹配，同时兼顾【咖啡因敏感】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,困倦、想提神、清爽
REC100,S034,U034,R015,桃桃乌龙,1,0.2183,0.4102,0.2526,0.0,0.5625,1.0,0.0,0.7,0.7312,0.3593,0.5389,0.5389,主候选,True,,该饮品与用户当前的【运动后、轻补充、疲惫】较匹配，同时兼顾【无】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,运动后、轻补充、疲惫、清爽
REC101,S034,U034,R019,荔枝白茶,2,0.1947,0.4102,0.2526,0.0,0.5625,1.0,0.0,0.7,0.5593,0.3389,0.5222,0.5222,主候选,True,,该饮品与用户当前的【运动后、轻补充、疲惫】较匹配，同时兼顾【无】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,运动后、轻补充、疲惫、清爽
REC102,S034,U034,R003,葡萄柠檬茉莉花茶,3,0.0624,0.4054,0.2366,0.0,0.5625,1.0,0.0,0.7,0.8927,0.2877,0.5109,0.5109,主候选,True,,该饮品与用户当前的【运动后、轻补充、疲惫】较匹配，同时兼顾【无】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,运动后、轻补充、疲惫、清爽
REC103,S035,U035,R069,玫瑰菊花茶,1,0.373,0.3292,0.2085,0.0,0.1111,1.0,0.0,1.0,0.8083,0.4421,0.5678,0.5678,主候选,True,,该饮品与用户当前的【疲惫、疲惫、轻补充】较匹配，同时兼顾【无】与【温热】，适合作为当前场景下的个性化饮品推荐。,疲惫、轻补充、想安抚
REC104,S035,U035,R078,百合玫瑰茶,2,0.4178,0.3304,0.2125,0.0,0.1111,1.0,0.0,1.0,0.6311,0.4561,0.5664,0.5664,主候选,True,,该饮品与用户当前的【疲惫、疲惫、轻补充】较匹配，同时兼顾【无】与【温热】，适合作为当前场景下的个性化饮品推荐。,疲惫、轻补充、想安抚
REC105,S035,U035,R071,金银花菊花茶,3,0.3016,0.33,0.2111,0.0,0.1111,1.0,0.0,1.0,0.6737,0.4,0.542,0.542,主候选,True,,该饮品与用户当前的【疲惫、疲惫、轻补充】较匹配，同时兼顾【无】与【温热】，适合作为当前场景下的个性化饮品推荐。,疲惫、轻补充、想安抚
REC106,S036,U036,R069,玫瑰菊花茶,1,0.3759,0.3131,0.1827,0.0,0.0556,1.0,0.0,1.0,0.8707,0.4411,0.5687,0.5687,主候选,True,,该饮品与用户当前的【低刺激、烦躁、放松】较匹配，同时兼顾【低刺激】与【温热】，适合作为当前场景下的个性化饮品推荐。,低刺激、烦躁、放松
REC107,S036,U036,R078,百合玫瑰茶,2,0.4135,0.3146,0.1875,0.0,0.0556,1.0,0.0,1.0,0.5033,0.442,0.5543,0.5543,主候选,True,,该饮品与用户当前的【低刺激、烦躁、放松】较匹配，同时兼顾【低刺激】与【温热】，适合作为当前场景下的个性化饮品推荐。,低刺激、烦躁、放松
REC108,S036,U036,R071,金银花菊花茶,3,0.3058,0.3141,0.1858,0.0,0.0556,1.0,0.0,1.0,0.6408,0.3949,0.5366,0.5366,主候选,True,,该饮品与用户当前的【低刺激、烦躁、放松】较匹配，同时兼顾【低刺激】与【温热】，适合作为当前场景下的个性化饮品推荐。,低刺激、烦躁、放松
REC109,S037,U037,R014,蓝莓奶昔,1,0.0275,0.3403,0.1344,0.25,0.0,1.0,0.0,0.7,0.7837,0.2421,0.4629,0.4629,主候选,True,,该饮品与用户当前的【无明显不适、想满足、想分享】较匹配，同时兼顾【口腔敏感、忌刺激】与【常温】，适合作为当前场景下的个性化饮品推荐。,想满足、清爽、甜感、果香
REC110,S037,U037,R012,鲜橙养乐多,2,0.0203,0.3479,0.1358,0.2857,0.0,1.0,0.0,0.7,0.7558,0.2397,0.4614,0.4614,主候选,True,,该饮品与用户当前的【无明显不适、想满足、想分享】较匹配，同时兼顾【口腔敏感、忌刺激】与【常温】，适合作为当前场景下的个性化饮品推荐。,想满足、清爽、甜感、果香
REC111,S037,U037,R015,桃桃乌龙,3,0.0256,0.3528,0.0761,0.4,0.0,1.0,0.0,0.7,0.5,0.2313,0.4442,0.4442,主候选,True,,该饮品与用户当前的【无明显不适、想满足、想分享】较匹配，同时兼顾【口腔敏感、忌刺激】与【常温】，适合作为当前场景下的个性化饮品推荐。,清爽、甜感、果香
REC112,S038,U038,R069,玫瑰菊花茶,1,0.2737,0.3561,0.1593,0.25,0.0556,1.0,0.0,1.0,0.9655,0.4098,0.565,0.565,主候选,True,,该饮品与用户当前的【追剧后兴奋、想释放、想放松】较匹配，同时兼顾【乳糖不耐】与【温热】，适合作为当前场景下的个性化饮品推荐。,想放松、想安抚、温热
REC113,S038,U038,R078,百合玫瑰茶,2,0.3617,0.3571,0.1625,0.25,0.0556,1.0,0.0,1.0,0.6031,0.436,0.56,0.56,主候选,True,,该饮品与用户当前的【追剧后兴奋、想释放、想放松】较匹配，同时兼顾【乳糖不耐】与【温热】，适合作为当前场景下的个性化饮品推荐。,想放松、想安抚、温热
REC114,S038,U038,R071,金银花菊花茶,3,0.0961,0.3468,0.1614,0.2,0.0556,1.0,0.0,1.0,0.8071,0.3098,0.5068,0.5068,主候选,True,,该饮品与用户当前的【追剧后兴奋、想释放、想放松】较匹配，同时兼顾【乳糖不耐】与【温热】，适合作为当前场景下的个性化饮品推荐。,想放松、想安抚、温热
REC115,S039,U039,R014,蓝莓奶昔,1,0.3085,0.4047,0.2032,0.0,0.625,1.0,0.0,0.7,0.9865,0.4152,0.5773,0.5773,主候选,True,,该饮品与用户当前的【无明显不适、放松、想享受】较匹配，同时兼顾【控糖】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,放松、想满足
REC116,S039,U039,R013,草莓奶昔,2,0.2442,0.4045,0.2024,0.0,0.625,1.0,0.0,0.7,0.7621,0.3718,0.5476,0.5476,主候选,True,,该饮品与用户当前的【无明显不适、放松、想享受】较匹配，同时兼顾【控糖】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,放松、想满足
REC117,S039,U039,R016,芒果奶昔,3,0.2413,0.4042,0.2016,0.0,0.625,1.0,0.0,0.7,0.7403,0.3691,0.5455,0.5455,主候选,True,,该饮品与用户当前的【无明显不适、放松、想享受】较匹配，同时兼顾【控糖】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,放松、想满足
REC118,S040,U040,R066,燕麦奶热可可,1,0.2511,0.4604,0.2555,0.2,0.625,1.0,0.0,1.0,0.8289,0.4281,0.58,0.58,主候选,True,,该饮品与用户当前的【无明显不适、低落、温热】较匹配，同时兼顾【无】与【热饮】，适合作为当前场景下的个性化饮品推荐。,低落、想安抚、温热
REC119,S040,U040,R067,杏仁奶热可可,2,0.2154,0.4604,0.2555,0.2,0.625,1.0,0.0,1.0,0.6559,0.4016,0.5606,0.5606,主候选,True,,该饮品与用户当前的【无明显不适、低落、温热】较匹配，同时兼顾【无】与【热饮】，适合作为当前场景下的个性化饮品推荐。,低落、想安抚、温热
REC120,S040,U040,R069,玫瑰菊花茶,3,0.0804,0.4612,0.2319,0.25,0.6111,1.0,0.0,1.0,0.9882,0.351,0.551,0.551,主候选,True,,该饮品与用户当前的【无明显不适、低落、温热】较匹配，同时兼顾【无】与【热饮】，适合作为当前场景下的个性化饮品推荐。,低落、想安抚、温热
REC121,S041,U041,R019,荔枝白茶,1,0.2945,0.4071,0.2423,0.0,0.5625,1.0,0.0,0.7,0.6775,0.3936,0.553,0.553,主候选,True,,该饮品与用户当前的【睡眠不足、困倦、烦躁】较匹配，同时兼顾【咖啡因敏感】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,困倦、烦躁、想提神
REC122,S041,U041,R015,桃桃乌龙,2,0.3142,0.4071,0.2423,0.0,0.5625,1.0,0.0,0.7,0.5977,0.3995,0.5526,0.5526,主候选,True,,该饮品与用户当前的【睡眠不足、困倦、烦躁】较匹配，同时兼顾【咖啡因敏感】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,困倦、烦躁、想提神
REC123,S041,U041,R003,葡萄柠檬茉莉花茶,3,0.1741,0.4078,0.2447,0.0,0.5625,1.0,0.0,0.7,0.9864,0.3491,0.5443,0.5443,主候选,True,,该饮品与用户当前的【睡眠不足、困倦、烦躁】较匹配，同时兼顾【咖啡因敏感】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,困倦、烦躁、想提神
REC124,S042,U042,R071,金银花菊花茶,1,0.0741,0.3067,0.1614,0.0,0.0556,1.0,0.0,1.0,0.9741,0.2931,0.5037,0.5037,主候选,True,,该饮品与用户当前的【疲惫、紧张、专注】较匹配，同时兼顾【咖啡因敏感】与【常温】，适合作为当前场景下的个性化饮品推荐。,疲惫、紧张
REC125,S042,U042,R078,百合玫瑰茶,2,0.106,0.3071,0.1625,0.0,0.0556,1.0,0.0,1.0,0.6063,0.2908,0.4857,0.4857,主候选,True,,该饮品与用户当前的【疲惫、紧张、专注】较匹配，同时兼顾【咖啡因敏感】与【常温】，适合作为当前场景下的个性化饮品推荐。,疲惫、紧张
REC126,S042,U042,R069,玫瑰菊花茶,3,0.0272,0.3061,0.1593,0.0,0.0556,1.0,0.0,1.0,0.6207,0.2518,0.466,0.466,主候选,True,,该饮品与用户当前的【疲惫、紧张、专注】较匹配，同时兼顾【咖啡因敏感】与【常温】，适合作为当前场景下的个性化饮品推荐。,疲惫、紧张
REC127,S043,U043,R021,芝士奶盖铁观音,1,0.0568,0.2806,0.0663,0.0,0.0714,1.0,0.0,0.7,0.9252,0.2429,0.4643,0.4643,主候选,True,,该饮品与用户当前的【无明显不适、紧张、想自信】较匹配，同时兼顾【无】与【常温】，适合作为当前场景下的个性化饮品推荐。,清爽
REC128,S043,U043,R018,茉莉苹果奶绿,2,0.0889,0.2798,0.0638,0.0,0.0714,1.0,0.0,0.7,0.6514,0.245,0.4522,0.4522,主候选,True,,该饮品与用户当前的【无明显不适、紧张、想自信】较匹配，同时兼顾【无】与【常温】，适合作为当前场景下的个性化饮品推荐。,清爽
REC129,S043,U043,R072,菊花柠檬茶,3,-0.0481,0.2862,0.093,0.0,0.0556,1.0,0.0,1.0,0.9839,0.2253,0.4659,0.4659,兜底补足,True,,该饮品与用户当前的【无明显不适、紧张、想自信】较匹配，同时兼顾【无】与【常温】，适合作为当前场景下的个性化饮品推荐。,紧张、清爽
REC130,S044,U044,R068,玫瑰椰椰烤奶,1,0.0588,0.3413,0.2687,0.0,0.0714,1.0,0.0,1.0,0.6014,0.2789,0.4794,0.4794,主候选,True,,该饮品与用户当前的【疲惫、低落、想安抚】较匹配，同时兼顾【乳糖不耐】与【温热】，适合作为当前场景下的个性化饮品推荐。,疲惫、低落、想安抚
REC131,S044,U044,R030,焙茶豆乳,2,0.0302,0.3384,0.2635,0.0,0.0625,1.0,0.0,1.0,0.6798,0.2675,0.4768,0.4768,主候选,True,,该饮品与用户当前的【疲惫、低落、想安抚】较匹配，同时兼顾【乳糖不耐】与【温热】，适合作为当前场景下的个性化饮品推荐。,疲惫、低落、想安抚
REC132,S044,U044,R066,燕麦奶热可可,3,-0.1222,0.336,0.2555,0.0,0.0625,1.0,0.0,1.0,0.8562,0.1993,0.4306,0.4306,兜底补足,True,,该饮品与用户当前的【疲惫、低落、想安抚】较匹配，同时兼顾【乳糖不耐】与【温热】，适合作为当前场景下的个性化饮品推荐。,疲惫、低落、想安抚
REC133,S045,U045,R078,百合玫瑰茶,1,0.4476,0.4433,0.2,0.25,0.5556,1.0,0.0,1.0,0.9315,0.5255,0.6272,0.6272,主候选,True,,该饮品与用户当前的【无明显不适、烦躁、想放松】较匹配，同时兼顾【咖啡因敏感】与【热饮】，适合作为当前场景下的个性化饮品推荐。,烦躁、想放松、温热
REC134,S045,U045,R069,玫瑰菊花茶,2,0.4006,0.4417,0.1944,0.25,0.5556,1.0,0.0,1.0,0.9487,0.5023,0.6175,0.6175,主候选,True,,该饮品与用户当前的【无明显不适、烦躁、想放松】较匹配，同时兼顾【咖啡因敏感】与【热饮】，适合作为当前场景下的个性化饮品推荐。,烦躁、想放松、温热
REC135,S045,U045,R071,金银花菊花茶,3,0.3854,0.4328,0.1981,0.2,0.5556,1.0,0.0,1.0,0.7067,0.4795,0.5961,0.5961,主候选,True,,该饮品与用户当前的【无明显不适、烦躁、想放松】较匹配，同时兼顾【咖啡因敏感】与【热饮】，适合作为当前场景下的个性化饮品推荐。,烦躁、想放松、温热
REC136,S046,U046,R066,燕麦奶热可可,1,0.1463,0.3328,0.2447,0.0,0.0625,1.0,0.0,1.0,0.5091,0.3151,0.4922,0.4922,主候选,True,,该饮品与用户当前的【疲惫、放松、想满足】较匹配，同时兼顾【乳糖不耐、控糖】与【常温】，适合作为当前场景下的个性化饮品推荐。,疲惫、放松、想满足
REC137,S046,U046,R067,杏仁奶热可可,2,0.1368,0.3328,0.2447,0.0,0.0625,1.0,0.0,1.0,0.5067,0.3102,0.4897,0.4897,主候选,True,,该饮品与用户当前的【疲惫、放松、想满足】较匹配，同时兼顾【乳糖不耐、控糖】与【常温】，适合作为当前场景下的个性化饮品推荐。,疲惫、放松、想满足
REC138,S046,U046,R012,鲜橙养乐多,3,-0.0103,0.3271,0.2258,0.0,0.0625,1.0,0.0,0.7,0.7386,0.2163,0.4364,0.4364,兜底补足,True,,该饮品与用户当前的【疲惫、放松、想满足】较匹配，同时兼顾【乳糖不耐、控糖】与【常温】，适合作为当前场景下的个性化饮品推荐。,疲惫、放松、想满足
REC139,S047,U047,R015,桃桃乌龙,1,0.0924,0.3092,0.1661,0.0,0.0625,1.0,0.0,0.7,0.9582,0.2723,0.4808,0.4808,主候选,True,,该饮品与用户当前的【疲惫、紧张、提神】较匹配，同时兼顾【夜间慎用高咖啡因】与【常温】，适合作为当前场景下的个性化饮品推荐。,疲惫、提神
REC140,S047,U047,R019,荔枝白茶,2,0.0743,0.3123,0.1765,0.0,0.0625,1.0,0.0,0.7,0.9642,0.2646,0.4721,0.4721,主候选,True,,该饮品与用户当前的【疲惫、紧张、提神】较匹配，同时兼顾【夜间慎用高咖啡因】与【常温】，适合作为当前场景下的个性化饮品推荐。,疲惫、提神
REC141,S047,U047,R018,茉莉苹果奶绿,3,0.0947,0.319,0.1989,0.0,0.0625,1.0,0.0,0.7,0.7761,0.2678,0.4696,0.4696,主候选,True,,该饮品与用户当前的【疲惫、紧张、提神】较匹配，同时兼顾【夜间慎用高咖啡因】与【常温】，适合作为当前场景下的个性化饮品推荐。,疲惫、提神
REC142,S048,U048,R012,鲜橙养乐多,1,0.1247,0.4184,0.2488,0.0,0.625,1.0,0.0,0.7,0.9498,0.3263,0.534,0.534,主候选,True,,该饮品与用户当前的【无明显不适、烦躁、想释放】较匹配，同时兼顾【胃敏感慎用】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,烦躁、想释放
REC143,S048,U048,R017,柠迭莓萝气泡水,2,-0.0345,0.4106,0.2229,0.0,0.625,1.0,0.0,0.3,0.8014,0.1965,0.4551,0.4551,兜底补足,True,,该饮品与用户当前的【无明显不适、烦躁、想释放】较匹配，同时兼顾【胃敏感慎用】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,烦躁、想释放
REC144,S048,U048,R024,柠檬草薄荷气泡水,3,-0.1651,0.4088,0.2169,0.0,0.625,1.0,0.0,0.7,0.8273,0.1719,0.4541,0.4541,兜底补足,True,,该饮品与用户当前的【无明显不适、烦躁、想释放】较匹配，同时兼顾【胃敏感慎用】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,烦躁、想释放
REC145,S049,U049,R014,蓝莓奶昔,1,0.2755,0.3927,0.1944,0.0,0.5625,1.0,0.0,0.7,0.7378,0.3821,0.5493,0.5493,主候选,True,,该饮品与用户当前的【运动后、轻补充、想满足】较匹配，同时兼顾【无】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,轻补充、想满足、清爽
REC146,S049,U049,R013,草莓奶昔,2,0.2253,0.3938,0.1937,0.0,0.5714,1.0,0.0,0.7,0.8693,0.3639,0.5463,0.5463,主候选,True,,该饮品与用户当前的【运动后、轻补充、想满足】较匹配，同时兼顾【无】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,轻补充、想满足、清爽
REC147,S049,U049,R016,芒果奶昔,3,0.2247,0.3923,0.193,0.0,0.5625,1.0,0.0,0.7,0.6026,0.3498,0.5284,0.5284,主候选,True,,该饮品与用户当前的【运动后、轻补充、想满足】较匹配，同时兼顾【无】与【冷饮】，适合作为当前场景下的个性化饮品推荐。,轻补充、想满足、清爽
REC148,S050,U050,R078,百合玫瑰茶,1,0.1623,0.4479,0.1875,0.25,0.6111,1.0,0.0,1.0,0.9749,0.3867,0.5671,0.5671,主候选,True,,该饮品与用户当前的【无明显不适、低落、陪伴】较匹配，同时兼顾【乳糖不耐】与【热饮】，适合作为当前场景下的个性化饮品推荐。,低落、陪伴、温热
REC149,S050,U050,R066,燕麦奶热可可,2,0.2107,0.448,0.2213,0.2,0.6111,1.0,0.0,1.0,0.7483,0.3995,0.5624,0.5624,主候选,True,,该饮品与用户当前的【无明显不适、低落、陪伴】较匹配，同时兼顾【乳糖不耐】与【热饮】，适合作为当前场景下的个性化饮品推荐。,低落、陪伴、温热
REC150,S050,U050,R067,杏仁奶热可可,3,0.1693,0.4448,0.2105,0.2,0.6111,1.0,0.0,1.0,0.7396,0.3773,0.5513,0.5513,主候选,True,,该饮品与用户当前的【无明显不适、低落、陪伴】较匹配，同时兼顾【乳糖不耐】与【热饮】，适合作为当前场景下的个性化饮品推荐。,低落、陪伴、温热
